experiment_start=2026-07-10T17:43:09Z description=refine matrix lr to 0.034
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011307 | lrm: 1.00 | dt: 1557ms | tok/sec: 42,086 | mfu: 1.2% | epoch: 1 | remaining: 180s    
step 01859 (48.4%) | loss: 4.044602 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,827 | mfu: 39.3% | epoch: 1 | remaining: 93s    
step 01860 (48.4%) | loss: 4.041283 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,706 | mfu: 39.1% | epoch: 1 | remaining: 93s    
step 01861 (48.4%) | loss: 4.036387 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,710 | mfu: 39.2% | epoch: 1 | remaining: 93s    
step 01862 (48.5%) | loss: 4.035860 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,075 | mfu: 39.3% | epoch: 1 | remaining: 93s    
step 01863 (48.5%) | loss: 4.038380 | lrm: 1.00 | dt: 47ms | tok/sec: 1,401,258 | mfu: 39.2% | epoch: 1 | remaining: 93s    
step 01864 (48.5%) | loss: 4.034859 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,378 | mfu: 39.1% | epoch: 1 | remaining: 93s    
step 01865 (48.5%) | loss: 4.034966 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,605 | mfu: 39.3% | epoch: 1 | remaining: 93s    
step 01866 (48.6%) | loss: 4.046132 | lrm: 1.00 | dt: 47ms | tok/sec: 1,406,507 | mfu: 39.3% | epoch: 1 | remaining: 93s    
step 01867 (48.6%) | loss: 4.037748 | lrm: 1.00 | dt: 47ms | tok/sec: 1,384,705 | mfu: 38.7% | epoch: 1 | remaining: 92s    
step 01868 (48.6%) | loss: 4.037812 | lrm: 1.00 | dt: 47ms | tok/sec: 1,386,311 | mfu: 38.8% | epoch: 1 | remaining: 92s    
step 01869 (48.6%) | loss: 4.028084 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,850 | mfu: 39.1% | epoch: 1 | remaining: 92s    
step 01870 (48.7%) | loss: 4.039915 | lrm: 1.00 | dt: 48ms | tok/sec: 1,374,863 | mfu: 38.5% | epoch: 1 | remaining: 92s    
step 01871 (48.7%) | loss: 4.044262 | lrm: 1.00 | dt: 47ms | tok/sec: 1,382,560 | mfu: 38.7% | epoch: 1 | remaining: 92s    
step 01872 (48.7%) | loss: 4.057353 | lrm: 1.00 | dt: 48ms | tok/sec: 1,364,849 | mfu: 38.2% | epoch: 1 | remaining: 92s    
step 01873 (48.7%) | loss: 4.047342 | lrm: 1.00 | dt: 47ms | tok/sec: 1,381,511 | mfu: 38.6% | epoch: 1 | remaining: 92s    
step 01874 (48.8%) | loss: 4.053649 | lrm: 1.00 | dt: 47ms | tok/sec: 1,401,901 | mfu: 39.2% | epoch: 1 | remaining: 92s    
step 01875 (48.8%) | loss: 4.067290 | lrm: 1.00 | dt: 47ms | tok/sec: 1,406,212 | mfu: 39.3% | epoch: 1 | remaining: 92s    
step 01876 (48.8%) | loss: 4.074855 | lrm: 1.00 | dt: 47ms | tok/sec: 1,380,387 | mfu: 38.6% | epoch: 1 | remaining: 92s    
step 01877 (48.8%) | loss: 4.073646 | lrm: 1.00 | dt: 48ms | tok/sec: 1,365,920 | mfu: 38.2% | epoch: 1 | remaining: 92s    
step 01878 (48.9%) | loss: 4.058092 | lrm: 1.00 | dt: 48ms | tok/sec: 1,373,730 | mfu: 38.4% | epoch: 1 | remaining: 92s    
step 01879 (48.9%) | loss: 4.057965 | lrm: 1.00 | dt: 47ms | tok/sec: 1,392,414 | mfu: 39.0% | epoch: 1 | remaining: 92s    
step 01880 (48.9%) | loss: 4.053141 | lrm: 1.00 | dt: 47ms | tok/sec: 1,381,184 | mfu: 38.6% | epoch: 1 | remaining: 92s    
step 01881 (49.0%) | loss: 4.054902 | lrm: 1.00 | dt: 47ms | tok/sec: 1,389,261 | mfu: 38.9% | epoch: 1 | remaining: 92s    
step 01882 (49.0%) | loss: 4.057193 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,416 | mfu: 39.2% | epoch: 1 | remaining: 92s    
step 01883 (49.0%) | loss: 4.061424 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,368 | mfu: 39.1% | epoch: 1 | remaining: 92s    
step 01884 (49.0%) | loss: 4.062322 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,720 | mfu: 39.1% | epoch: 1 | remaining: 92s    
step 01885 (49.1%) | loss: 4.069018 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,016 | mfu: 39.2% | epoch: 1 | remaining: 92s    
step 01886 (49.1%) | loss: 4.051170 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,225 | mfu: 39.3% | epoch: 1 | remaining: 92s    
step 01887 (49.1%) | loss: 4.048692 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,541 | mfu: 39.3% | epoch: 1 | remaining: 92s    
step 01888 (49.1%) | loss: 4.039454 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,505 | mfu: 39.3% | epoch: 1 | remaining: 92s    
step 01889 (49.2%) | loss: 4.036846 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,866 | mfu: 39.0% | epoch: 1 | remaining: 91s    
step 01890 (49.2%) | loss: 4.024761 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,623 | mfu: 39.2% | epoch: 1 | remaining: 91s    
step 01891 (49.2%) | loss: 4.029070 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,377 | mfu: 39.0% | epoch: 1 | remaining: 91s    
step 01892 (49.2%) | loss: 4.020056 | lrm: 1.00 | dt: 47ms | tok/sec: 1,387,921 | mfu: 38.8% | epoch: 1 | remaining: 91s    
step 01893 (49.3%) | loss: 4.024235 | lrm: 1.00 | dt: 47ms | tok/sec: 1,395,531 | mfu: 39.0% | epoch: 1 | remaining: 91s    
step 01894 (49.3%) | loss: 4.020114 | lrm: 1.00 | dt: 47ms | tok/sec: 1,393,918 | mfu: 39.0% | epoch: 1 | remaining: 91s    
step 01895 (49.3%) | loss: 4.017514 | lrm: 1.00 | dt: 52ms | tok/sec: 1,264,091 | mfu: 35.4% | epoch: 1 | remaining: 91s    
step 01896 (49.3%) | loss: 4.029751 | lrm: 1.00 | dt: 47ms | tok/sec: 1,405,679 | mfu: 39.3% | epoch: 1 | remaining: 91s    
step 01897 (49.4%) | loss: 4.031291 | lrm: 1.00 | dt: 47ms | tok/sec: 1,405,414 | mfu: 39.3% | epoch: 1 | remaining: 91s    
step 01898 (49.4%) | loss: 4.041879 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,959 | mfu: 39.2% | epoch: 1 | remaining: 91s    
step 01899 (49.4%) | loss: 4.046754 | lrm: 1.00 | dt: 47ms | tok/sec: 1,395,227 | mfu: 39.0% | epoch: 1 | remaining: 91s    
step 01900 (49.5%) | loss: 4.035602 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,513 | mfu: 39.1% | epoch: 1 | remaining: 91s    
step 01901 (49.5%) | loss: 4.040669 | lrm: 1.00 | dt: 47ms | tok/sec: 1,405,471 | mfu: 39.3% | epoch: 1 | remaining: 91s    
step 01902 (49.5%) | loss: 4.036506 | lrm: 1.00 | dt: 47ms | tok/sec: 1,386,039 | mfu: 38.8% | epoch: 1 | remaining: 91s    
step 01903 (49.5%) | loss: 4.033207 | lrm: 1.00 | dt: 47ms | tok/sec: 1,388,861 | mfu: 38.9% | epoch: 1 | remaining: 91s    
step 01904 (49.6%) | loss: 4.037595 | lrm: 1.00 | dt: 47ms | tok/sec: 1,401,708 | mfu: 39.2% | epoch: 1 | remaining: 91s    
step 01905 (49.6%) | loss: 4.047616 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,532 | mfu: 39.2% | epoch: 1 | remaining: 91s    
step 01906 (49.6%) | loss: 4.049788 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,197 | mfu: 39.3% | epoch: 1 | remaining: 91s    
step 01907 (49.6%) | loss: 4.043306 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,918 | mfu: 39.3% | epoch: 1 | remaining: 91s    
step 01908 (49.7%) | loss: 4.050655 | lrm: 1.00 | dt: 47ms | tok/sec: 1,392,421 | mfu: 39.0% | epoch: 1 | remaining: 91s    
step 01909 (49.7%) | loss: 4.056219 | lrm: 1.00 | dt: 47ms | tok/sec: 1,379,763 | mfu: 38.6% | epoch: 1 | remaining: 91s    
step 01910 (49.7%) | loss: 4.056923 | lrm: 1.00 | dt: 47ms | tok/sec: 1,395,411 | mfu: 39.0% | epoch: 1 | remaining: 90s    
step 01911 (49.7%) | loss: 4.056661 | lrm: 1.00 | dt: 47ms | tok/sec: 1,382,205 | mfu: 38.7% | epoch: 1 | remaining: 90s    
step 01912 (49.8%) | loss: 4.058401 | lrm: 1.00 | dt: 48ms | tok/sec: 1,373,434 | mfu: 38.4% | epoch: 1 | remaining: 90s    
step 01913 (49.8%) | loss: 4.054936 | lrm: 1.00 | dt: 47ms | tok/sec: 1,386,360 | mfu: 38.8% | epoch: 1 | remaining: 90s    
step 01914 (49.8%) | loss: 4.055830 | lrm: 1.00 | dt: 47ms | tok/sec: 1,401,515 | mfu: 39.2% | epoch: 1 | remaining: 90s    
step 01915 (49.8%) | loss: 4.059055 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,189 | mfu: 38.9% | epoch: 1 | remaining: 90s    
step 01916 (49.9%) | loss: 4.048554 | lrm: 1.00 | dt: 47ms | tok/sec: 1,387,144 | mfu: 38.8% | epoch: 1 | remaining: 90s    
step 01917 (49.9%) | loss: 4.041619 | lrm: 1.00 | dt: 60ms | tok/sec: 1,093,971 | mfu: 30.6% | epoch: 1 | remaining: 90s    
step 01918 (49.9%) | loss: 4.049595 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,491 | mfu: 38.9% | epoch: 1 | remaining: 90s    
step 01919 (50.0%) | loss: 4.045181 | lrm: 1.00 | dt: 47ms | tok/sec: 1,406,168 | mfu: 39.3% | epoch: 1 | remaining: 90s    
step 01920 (50.0%) | loss: 4.040534 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,295 | mfu: 39.2% | epoch: 1 | remaining: 90s    
step 01921 (50.0%) | loss: 4.042030 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,477 | mfu: 38.9% | epoch: 1 | remaining: 90s    
step 01922 (50.0%) | loss: 4.035681 | lrm: 1.00 | dt: 47ms | tok/sec: 1,395,149 | mfu: 39.0% | epoch: 1 | remaining: 90s    
step 01923 (50.1%) | loss: 4.032126 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,182 | mfu: 38.9% | epoch: 1 | remaining: 90s    
step 01924 (50.1%) | loss: 4.024926 | lrm: 1.00 | dt: 47ms | tok/sec: 1,392,936 | mfu: 39.0% | epoch: 1 | remaining: 90s    
step 01925 (50.1%) | loss: 4.027316 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,911 | mfu: 39.3% | epoch: 1 | remaining: 90s    
step 01926 (50.1%) | loss: 4.023875 | lrm: 1.00 | dt: 47ms | tok/sec: 1,395,220 | mfu: 39.0% | epoch: 1 | remaining: 90s    
step 01927 (50.2%) | loss: 4.010665 | lrm: 1.00 | dt: 47ms | tok/sec: 1,389,900 | mfu: 38.9% | epoch: 1 | remaining: 90s    
step 01928 (50.2%) | loss: 4.007245 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,366 | mfu: 39.2% | epoch: 1 | remaining: 90s    
step 01929 (50.2%) | loss: 3.997832 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,225 | mfu: 39.1% | epoch: 1 | remaining: 90s    
step 01930 (50.2%) | loss: 3.983970 | lrm: 1.00 | dt: 47ms | tok/sec: 1,401,515 | mfu: 39.2% | epoch: 1 | remaining: 90s    
step 01931 (50.3%) | loss: 3.988423 | lrm: 0.99 | dt: 47ms | tok/sec: 1,402,123 | mfu: 39.2% | epoch: 1 | remaining: 89s    
step 01932 (50.3%) | loss: 3.992445 | lrm: 0.99 | dt: 47ms | tok/sec: 1,404,717 | mfu: 39.3% | epoch: 1 | remaining: 89s    
step 01933 (50.3%) | loss: 3.990001 | lrm: 0.99 | dt: 47ms | tok/sec: 1,393,847 | mfu: 39.0% | epoch: 1 | remaining: 89s    
step 01934 (50.3%) | loss: 3.997391 | lrm: 0.99 | dt: 47ms | tok/sec: 1,395,531 | mfu: 39.0% | epoch: 1 | remaining: 89s    
step 01935 (50.4%) | loss: 3.993202 | lrm: 0.99 | dt: 47ms | tok/sec: 1,401,923 | mfu: 39.2% | epoch: 1 | remaining: 89s    
step 01936 (50.4%) | loss: 3.993891 | lrm: 0.99 | dt: 47ms | tok/sec: 1,396,035 | mfu: 39.1% | epoch: 1 | remaining: 89s    
step 01937 (50.4%) | loss: 3.999172 | lrm: 0.99 | dt: 48ms | tok/sec: 1,363,968 | mfu: 38.2% | epoch: 1 | remaining: 89s    
step 01938 (50.5%) | loss: 3.999283 | lrm: 0.99 | dt: 48ms | tok/sec: 1,375,310 | mfu: 38.5% | epoch: 1 | remaining: 89s    
step 01939 (50.5%) | loss: 4.001652 | lrm: 0.99 | dt: 48ms | tok/sec: 1,369,937 | mfu: 38.3% | epoch: 1 | remaining: 89s    
step 01940 (50.5%) | loss: 4.008791 | lrm: 0.99 | dt: 48ms | tok/sec: 1,359,664 | mfu: 38.0% | epoch: 1 | remaining: 89s    
step 01941 (50.5%) | loss: 4.017551 | lrm: 0.99 | dt: 48ms | tok/sec: 1,373,393 | mfu: 38.4% | epoch: 1 | remaining: 89s    
step 01942 (50.6%) | loss: 4.029835 | lrm: 0.99 | dt: 48ms | tok/sec: 1,370,873 | mfu: 38.4% | epoch: 1 | remaining: 89s    
step 01943 (50.6%) | loss: 4.025406 | lrm: 0.99 | dt: 47ms | tok/sec: 1,386,815 | mfu: 38.8% | epoch: 1 | remaining: 89s    
step 01944 (50.6%) | loss: 4.029896 | lrm: 0.99 | dt: 47ms | tok/sec: 1,402,144 | mfu: 39.2% | epoch: 1 | remaining: 89s    
step 01945 (50.6%) | loss: 4.030719 | lrm: 0.99 | dt: 47ms | tok/sec: 1,405,263 | mfu: 39.3% | epoch: 1 | remaining: 89s    
step 01946 (50.7%) | loss: 4.029298 | lrm: 0.99 | dt: 47ms | tok/sec: 1,405,392 | mfu: 39.3% | epoch: 1 | remaining: 89s    
step 01947 (50.7%) | loss: 4.032861 | lrm: 0.99 | dt: 47ms | tok/sec: 1,399,610 | mfu: 39.2% | epoch: 1 | remaining: 89s    
step 01948 (50.7%) | loss: 4.028244 | lrm: 0.99 | dt: 47ms | tok/sec: 1,400,223 | mfu: 39.2% | epoch: 1 | remaining: 89s    
step 01949 (50.7%) | loss: 4.031791 | lrm: 0.99 | dt: 47ms | tok/sec: 1,394,568 | mfu: 39.0% | epoch: 1 | remaining: 89s    
step 01950 (50.8%) | loss: 4.026508 | lrm: 0.98 | dt: 47ms | tok/sec: 1,384,649 | mfu: 38.7% | epoch: 1 | remaining: 89s    
step 01951 (50.8%) | loss: 4.019555 | lrm: 0.98 | dt: 47ms | tok/sec: 1,383,973 | mfu: 38.7% | epoch: 1 | remaining: 89s    
step 01952 (50.8%) | loss: 4.025285 | lrm: 0.98 | dt: 47ms | tok/sec: 1,394,370 | mfu: 39.0% | epoch: 1 | remaining: 88s    
step 01953 (50.8%) | loss: 4.028270 | lrm: 0.98 | dt: 47ms | tok/sec: 1,398,627 | mfu: 39.1% | epoch: 1 | remaining: 88s    
step 01954 (50.9%) | loss: 4.027285 | lrm: 0.98 | dt: 47ms | tok/sec: 1,405,335 | mfu: 39.3% | epoch: 1 | remaining: 88s    
step 01955 (50.9%) | loss: 4.032614 | lrm: 0.98 | dt: 47ms | tok/sec: 1,404,631 | mfu: 39.3% | epoch: 1 | remaining: 88s    
step 01956 (50.9%) | loss: 4.031249 | lrm: 0.98 | dt: 47ms | tok/sec: 1,383,799 | mfu: 38.7% | epoch: 1 | remaining: 88s    
step 01957 (50.9%) | loss: 4.028488 | lrm: 0.98 | dt: 47ms | tok/sec: 1,380,754 | mfu: 38.6% | epoch: 1 | remaining: 88s    
step 01958 (51.0%) | loss: 4.027427 | lrm: 0.98 | dt: 47ms | tok/sec: 1,387,263 | mfu: 38.8% | epoch: 1 | remaining: 88s    
step 01959 (51.0%) | loss: 4.014570 | lrm: 0.98 | dt: 47ms | tok/sec: 1,383,144 | mfu: 38.7% | epoch: 1 | remaining: 88s    
step 01960 (51.0%) | loss: 4.015761 | lrm: 0.98 | dt: 47ms | tok/sec: 1,393,388 | mfu: 39.0% | epoch: 1 | remaining: 88s    
step 01961 (51.1%) | loss: 4.019790 | lrm: 0.98 | dt: 47ms | tok/sec: 1,394,703 | mfu: 39.0% | epoch: 1 | remaining: 88s    
step 01962 (51.1%) | loss: 4.017385 | lrm: 0.98 | dt: 48ms | tok/sec: 1,373,791 | mfu: 38.4% | epoch: 1 | remaining: 88s    
step 01963 (51.1%) | loss: 4.013755 | lrm: 0.98 | dt: 48ms | tok/sec: 1,372,982 | mfu: 38.4% | epoch: 1 | remaining: 88s    
step 01964 (51.1%) | loss: 4.014896 | lrm: 0.98 | dt: 47ms | tok/sec: 1,390,540 | mfu: 38.9% | epoch: 1 | remaining: 88s    
step 01965 (51.2%) | loss: 4.005066 | lrm: 0.98 | dt: 48ms | tok/sec: 1,371,673 | mfu: 38.4% | epoch: 1 | remaining: 88s    
step 01966 (51.2%) | loss: 3.997965 | lrm: 0.98 | dt: 47ms | tok/sec: 1,386,654 | mfu: 38.8% | epoch: 1 | remaining: 88s    
step 01967 (51.2%) | loss: 3.991502 | lrm: 0.98 | dt: 47ms | tok/sec: 1,401,394 | mfu: 39.2% | epoch: 1 | remaining: 88s    
step 01968 (51.2%) | loss: 3.995618 | lrm: 0.98 | dt: 47ms | tok/sec: 1,404,057 | mfu: 39.3% | epoch: 1 | remaining: 88s    
step 01969 (51.3%) | loss: 3.996188 | lrm: 0.97 | dt: 47ms | tok/sec: 1,406,025 | mfu: 39.3% | epoch: 1 | remaining: 88s    
step 01970 (51.3%) | loss: 3.998889 | lrm: 0.97 | dt: 47ms | tok/sec: 1,397,284 | mfu: 39.1% | epoch: 1 | remaining: 88s    
step 01971 (51.3%) | loss: 3.995289 | lrm: 0.97 | dt: 47ms | tok/sec: 1,400,865 | mfu: 39.2% | epoch: 1 | remaining: 88s    
step 01972 (51.3%) | loss: 3.995498 | lrm: 0.97 | dt: 47ms | tok/sec: 1,402,187 | mfu: 39.2% | epoch: 1 | remaining: 88s    
step 01973 (51.4%) | loss: 3.989672 | lrm: 0.97 | dt: 47ms | tok/sec: 1,392,569 | mfu: 39.0% | epoch: 1 | remaining: 87s    
step 01974 (51.4%) | loss: 3.995629 | lrm: 0.97 | dt: 47ms | tok/sec: 1,394,469 | mfu: 39.0% | epoch: 1 | remaining: 87s    
step 01975 (51.4%) | loss: 3.997969 | lrm: 0.97 | dt: 47ms | tok/sec: 1,399,005 | mfu: 39.1% | epoch: 1 | remaining: 87s    
step 01976 (51.4%) | loss: 4.001985 | lrm: 0.97 | dt: 47ms | tok/sec: 1,390,934 | mfu: 38.9% | epoch: 1 | remaining: 87s    
step 01977 (51.5%) | loss: 4.010888 | lrm: 0.97 | dt: 48ms | tok/sec: 1,371,639 | mfu: 38.4% | epoch: 1 | remaining: 87s    
step 01978 (51.5%) | loss: 4.005217 | lrm: 0.97 | dt: 47ms | tok/sec: 1,388,005 | mfu: 38.8% | epoch: 1 | remaining: 87s    
step 01979 (51.5%) | loss: 4.005270 | lrm: 0.97 | dt: 47ms | tok/sec: 1,391,413 | mfu: 38.9% | epoch: 1 | remaining: 87s    
step 01980 (51.6%) | loss: 3.992971 | lrm: 0.97 | dt: 47ms | tok/sec: 1,393,353 | mfu: 39.0% | epoch: 1 | remaining: 87s    
step 01981 (51.6%) | loss: 3.985424 | lrm: 0.97 | dt: 47ms | tok/sec: 1,397,227 | mfu: 39.1% | epoch: 1 | remaining: 87s    
step 01982 (51.6%) | loss: 3.973497 | lrm: 0.97 | dt: 48ms | tok/sec: 1,363,907 | mfu: 38.2% | epoch: 1 | remaining: 87s    
step 01983 (51.6%) | loss: 3.971131 | lrm: 0.97 | dt: 47ms | tok/sec: 1,382,247 | mfu: 38.7% | epoch: 1 | remaining: 87s    
step 01984 (51.7%) | loss: 3.963952 | lrm: 0.97 | dt: 48ms | tok/sec: 1,373,503 | mfu: 38.4% | epoch: 1 | remaining: 87s    
step 01985 (51.7%) | loss: 3.966011 | lrm: 0.97 | dt: 47ms | tok/sec: 1,379,715 | mfu: 38.6% | epoch: 1 | remaining: 87s    
step 01986 (51.7%) | loss: 3.968063 | lrm: 0.97 | dt: 47ms | tok/sec: 1,395,135 | mfu: 39.0% | epoch: 1 | remaining: 87s    
step 01987 (51.7%) | loss: 3.972320 | lrm: 0.97 | dt: 48ms | tok/sec: 1,372,502 | mfu: 38.4% | epoch: 1 | remaining: 87s    
step 01988 (51.8%) | loss: 3.977207 | lrm: 0.96 | dt: 48ms | tok/sec: 1,377,426 | mfu: 38.5% | epoch: 1 | remaining: 87s    
step 01989 (51.8%) | loss: 3.982283 | lrm: 0.96 | dt: 47ms | tok/sec: 1,398,328 | mfu: 39.1% | epoch: 1 | remaining: 87s    
step 01990 (51.8%) | loss: 3.981359 | lrm: 0.96 | dt: 47ms | tok/sec: 1,402,860 | mfu: 39.2% | epoch: 1 | remaining: 87s    
step 01991 (51.8%) | loss: 3.988001 | lrm: 0.96 | dt: 47ms | tok/sec: 1,404,329 | mfu: 39.3% | epoch: 1 | remaining: 87s    
step 01992 (51.9%) | loss: 3.993804 | lrm: 0.96 | dt: 47ms | tok/sec: 1,405,069 | mfu: 39.3% | epoch: 1 | remaining: 87s    
step 01993 (51.9%) | loss: 3.996661 | lrm: 0.96 | dt: 47ms | tok/sec: 1,386,144 | mfu: 38.8% | epoch: 1 | remaining: 87s    
step 01994 (51.9%) | loss: 4.000270 | lrm: 0.96 | dt: 47ms | tok/sec: 1,390,709 | mfu: 38.9% | epoch: 1 | remaining: 86s    
step 01995 (51.9%) | loss: 4.001196 | lrm: 0.96 | dt: 47ms | tok/sec: 1,400,587 | mfu: 39.2% | epoch: 1 | remaining: 86s    
step 01996 (52.0%) | loss: 3.993600 | lrm: 0.96 | dt: 47ms | tok/sec: 1,403,505 | mfu: 39.3% | epoch: 1 | remaining: 86s    
step 01997 (52.0%) | loss: 3.991504 | lrm: 0.96 | dt: 47ms | tok/sec: 1,398,257 | mfu: 39.1% | epoch: 1 | remaining: 86s    
step 01998 (52.0%) | loss: 3.992589 | lrm: 0.96 | dt: 47ms | tok/sec: 1,401,830 | mfu: 39.2% | epoch: 1 | remaining: 86s    
step 01999 (52.0%) | loss: 3.993093 | lrm: 0.96 | dt: 47ms | tok/sec: 1,405,320 | mfu: 39.3% | epoch: 1 | remaining: 86s    
step 02000 (52.1%) | loss: 3.990194 | lrm: 0.96 | dt: 47ms | tok/sec: 1,403,161 | mfu: 39.3% | epoch: 1 | remaining: 86s    
step 02001 (52.1%) | loss: 3.980365 | lrm: 0.96 | dt: 47ms | tok/sec: 1,387,235 | mfu: 38.8% | epoch: 1 | remaining: 86s    
step 02002 (52.1%) | loss: 3.978299 | lrm: 0.96 | dt: 48ms | tok/sec: 1,374,746 | mfu: 38.5% | epoch: 1 | remaining: 86s    
step 02003 (52.2%) | loss: 3.977099 | lrm: 0.96 | dt: 47ms | tok/sec: 1,395,206 | mfu: 39.0% | epoch: 1 | remaining: 86s    
step 02004 (52.2%) | loss: 3.973237 | lrm: 0.96 | dt: 47ms | tok/sec: 1,385,389 | mfu: 38.8% | epoch: 1 | remaining: 86s    
step 02005 (52.2%) | loss: 3.978382 | lrm: 0.96 | dt: 47ms | tok/sec: 1,387,235 | mfu: 38.8% | epoch: 1 | remaining: 86s    
step 02006 (52.2%) | loss: 3.982480 | lrm: 0.96 | dt: 47ms | tok/sec: 1,401,658 | mfu: 39.2% | epoch: 1 | remaining: 86s    
step 02007 (52.3%) | loss: 3.976585 | lrm: 0.95 | dt: 47ms | tok/sec: 1,392,315 | mfu: 39.0% | epoch: 1 | remaining: 86s    
step 02008 (52.3%) | loss: 3.967927 | lrm: 0.95 | dt: 47ms | tok/sec: 1,384,677 | mfu: 38.7% | epoch: 1 | remaining: 86s    
step 02009 (52.3%) | loss: 3.971333 | lrm: 0.95 | dt: 47ms | tok/sec: 1,380,477 | mfu: 38.6% | epoch: 1 | remaining: 86s    
step 02010 (52.3%) | loss: 3.966817 | lrm: 0.95 | dt: 47ms | tok/sec: 1,393,310 | mfu: 39.0% | epoch: 1 | remaining: 86s    
step 02011 (52.4%) | loss: 3.964714 | lrm: 0.95 | dt: 47ms | tok/sec: 1,387,403 | mfu: 38.8% | epoch: 1 | remaining: 86s    
step 02012 (52.4%) | loss: 3.965280 | lrm: 0.95 | dt: 47ms | tok/sec: 1,389,809 | mfu: 38.9% | epoch: 1 | remaining: 86s    
step 02013 (52.4%) | loss: 3.969156 | lrm: 0.95 | dt: 47ms | tok/sec: 1,395,957 | mfu: 39.1% | epoch: 1 | remaining: 86s    
step 02014 (52.4%) | loss: 3.968793 | lrm: 0.95 | dt: 47ms | tok/sec: 1,392,343 | mfu: 39.0% | epoch: 1 | remaining: 86s    
step 02015 (52.5%) | loss: 3.971643 | lrm: 0.95 | dt: 47ms | tok/sec: 1,399,774 | mfu: 39.2% | epoch: 1 | remaining: 86s    
step 02016 (52.5%) | loss: 3.959648 | lrm: 0.95 | dt: 48ms | tok/sec: 1,369,077 | mfu: 38.3% | epoch: 1 | remaining: 85s    
step 02017 (52.5%) | loss: 3.968924 | lrm: 0.95 | dt: 47ms | tok/sec: 1,385,529 | mfu: 38.8% | epoch: 1 | remaining: 85s    
step 02018 (52.5%) | loss: 3.966017 | lrm: 0.95 | dt: 48ms | tok/sec: 1,374,760 | mfu: 38.5% | epoch: 1 | remaining: 85s    
step 02019 (52.6%) | loss: 3.970962 | lrm: 0.95 | dt: 48ms | tok/sec: 1,377,792 | mfu: 38.5% | epoch: 1 | remaining: 85s    
step 02020 (52.6%) | loss: 3.977516 | lrm: 0.95 | dt: 47ms | tok/sec: 1,380,727 | mfu: 38.6% | epoch: 1 | remaining: 85s    
step 02021 (52.6%) | loss: 3.976856 | lrm: 0.95 | dt: 47ms | tok/sec: 1,383,117 | mfu: 38.7% | epoch: 1 | remaining: 85s    
step 02022 (52.7%) | loss: 3.978613 | lrm: 0.95 | dt: 47ms | tok/sec: 1,390,322 | mfu: 38.9% | epoch: 1 | remaining: 85s    
step 02023 (52.7%) | loss: 3.982334 | lrm: 0.95 | dt: 47ms | tok/sec: 1,380,754 | mfu: 38.6% | epoch: 1 | remaining: 85s    
step 02024 (52.7%) | loss: 3.980881 | lrm: 0.95 | dt: 48ms | tok/sec: 1,379,590 | mfu: 38.6% | epoch: 1 | remaining: 85s    
