experiment_start=2026-07-10T15:59:59Z description=sixteenth global batch for update frequency
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011232 | lrm: 1.00 | dt: 12746ms | tok/sec: 2,570 | mfu: 0.1% | epoch: 1 | remaining: 180s    
step 03500 (49.6%) | loss: 4.138852 | lrm: 1.00 | dt: 25ms | tok/sec: 1,300,187 | mfu: 36.4% | epoch: 1 | remaining: 91s    
step 03501 (49.6%) | loss: 4.134684 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,630 | mfu: 36.3% | epoch: 1 | remaining: 91s    
step 03502 (49.6%) | loss: 4.133524 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,667 | mfu: 36.3% | epoch: 1 | remaining: 91s    
step 03503 (49.7%) | loss: 4.134215 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,981 | mfu: 36.2% | epoch: 1 | remaining: 91s    
step 03504 (49.7%) | loss: 4.131790 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,190 | mfu: 36.2% | epoch: 1 | remaining: 91s    
step 03505 (49.7%) | loss: 4.136363 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,139 | mfu: 36.2% | epoch: 1 | remaining: 91s    
step 03506 (49.7%) | loss: 4.131212 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,164 | mfu: 36.2% | epoch: 1 | remaining: 91s    
step 03507 (49.7%) | loss: 4.152250 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,205 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03508 (49.7%) | loss: 4.154077 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,132 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03509 (49.7%) | loss: 4.150128 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,115 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03510 (49.8%) | loss: 4.141470 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,973 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03511 (49.8%) | loss: 4.132172 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,683 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03512 (49.8%) | loss: 4.140846 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,818 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03513 (49.8%) | loss: 4.142375 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,671 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03514 (49.8%) | loss: 4.134960 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,814 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03515 (49.8%) | loss: 4.138042 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,628 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03516 (49.8%) | loss: 4.145908 | lrm: 1.00 | dt: 31ms | tok/sec: 1,055,801 | mfu: 29.5% | epoch: 1 | remaining: 90s    
step 03517 (49.9%) | loss: 4.141359 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,361 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03518 (49.9%) | loss: 4.141181 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,616 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03519 (49.9%) | loss: 4.136365 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,394 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03520 (49.9%) | loss: 4.133710 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,214 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03521 (49.9%) | loss: 4.131605 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,167 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03522 (49.9%) | loss: 4.133389 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,225 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03523 (49.9%) | loss: 4.127549 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,352 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03524 (50.0%) | loss: 4.127201 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,871 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03525 (50.0%) | loss: 4.130805 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,615 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03526 (50.0%) | loss: 4.127488 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,848 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03527 (50.0%) | loss: 4.126115 | lrm: 1.00 | dt: 42ms | tok/sec: 781,884 | mfu: 21.9% | epoch: 1 | remaining: 90s    
step 03528 (50.0%) | loss: 4.122132 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,445 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03529 (50.0%) | loss: 4.128416 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,263 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03530 (50.0%) | loss: 4.130863 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,671 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03531 (50.1%) | loss: 4.117686 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,225 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03532 (50.1%) | loss: 4.126797 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,801 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03533 (50.1%) | loss: 4.129940 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,609 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03534 (50.1%) | loss: 4.135456 | lrm: 1.00 | dt: 26ms | tok/sec: 1,272,830 | mfu: 35.6% | epoch: 1 | remaining: 90s    
step 03535 (50.1%) | loss: 4.139776 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,443 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03536 (50.1%) | loss: 4.132794 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,524 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03537 (50.1%) | loss: 4.141942 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,618 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03538 (50.2%) | loss: 4.129554 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,908 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03539 (50.2%) | loss: 4.129601 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,103 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03540 (50.2%) | loss: 4.136264 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,420 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03541 (50.2%) | loss: 4.136993 | lrm: 1.00 | dt: 25ms | tok/sec: 1,291,513 | mfu: 36.1% | epoch: 1 | remaining: 90s    
step 03542 (50.2%) | loss: 4.141208 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,155 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03543 (50.2%) | loss: 4.136546 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,408 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03544 (50.2%) | loss: 4.134104 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,337 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 03545 (50.3%) | loss: 4.133986 | lrm: 0.99 | dt: 25ms | tok/sec: 1,293,482 | mfu: 36.2% | epoch: 1 | remaining: 90s    
step 03546 (50.3%) | loss: 4.138263 | lrm: 0.99 | dt: 25ms | tok/sec: 1,297,671 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03547 (50.3%) | loss: 4.138252 | lrm: 0.99 | dt: 25ms | tok/sec: 1,298,271 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03548 (50.3%) | loss: 4.127034 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,447 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03549 (50.3%) | loss: 4.143133 | lrm: 0.99 | dt: 25ms | tok/sec: 1,298,014 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03550 (50.3%) | loss: 4.130533 | lrm: 0.99 | dt: 25ms | tok/sec: 1,297,095 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03551 (50.3%) | loss: 4.132908 | lrm: 0.99 | dt: 25ms | tok/sec: 1,295,078 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03552 (50.4%) | loss: 4.123017 | lrm: 0.99 | dt: 28ms | tok/sec: 1,184,287 | mfu: 33.1% | epoch: 1 | remaining: 89s    
step 03553 (50.4%) | loss: 4.107530 | lrm: 0.99 | dt: 25ms | tok/sec: 1,295,970 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03554 (50.4%) | loss: 4.104420 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,630 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03555 (50.4%) | loss: 4.111475 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,630 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03556 (50.4%) | loss: 4.100362 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,716 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03557 (50.4%) | loss: 4.101097 | lrm: 0.99 | dt: 25ms | tok/sec: 1,294,493 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03558 (50.4%) | loss: 4.094463 | lrm: 0.99 | dt: 25ms | tok/sec: 1,295,750 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03559 (50.5%) | loss: 4.090364 | lrm: 0.99 | dt: 25ms | tok/sec: 1,294,688 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03560 (50.5%) | loss: 4.097586 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,398 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03561 (50.5%) | loss: 4.096228 | lrm: 0.99 | dt: 25ms | tok/sec: 1,295,787 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03562 (50.5%) | loss: 4.090935 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,361 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03563 (50.5%) | loss: 4.099305 | lrm: 0.99 | dt: 25ms | tok/sec: 1,295,298 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03564 (50.5%) | loss: 4.109402 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,324 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03565 (50.5%) | loss: 4.107084 | lrm: 0.99 | dt: 25ms | tok/sec: 1,294,322 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03566 (50.6%) | loss: 4.102408 | lrm: 0.99 | dt: 25ms | tok/sec: 1,294,603 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03567 (50.6%) | loss: 4.092664 | lrm: 0.99 | dt: 25ms | tok/sec: 1,295,164 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03568 (50.6%) | loss: 4.085433 | lrm: 0.99 | dt: 25ms | tok/sec: 1,292,290 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03569 (50.6%) | loss: 4.082142 | lrm: 0.99 | dt: 25ms | tok/sec: 1,293,725 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03570 (50.6%) | loss: 4.088505 | lrm: 0.99 | dt: 25ms | tok/sec: 1,295,237 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03571 (50.6%) | loss: 4.085714 | lrm: 0.99 | dt: 31ms | tok/sec: 1,062,395 | mfu: 29.7% | epoch: 1 | remaining: 89s    
step 03572 (50.6%) | loss: 4.088187 | lrm: 0.99 | dt: 25ms | tok/sec: 1,295,359 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03573 (50.7%) | loss: 4.082773 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,593 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03574 (50.7%) | loss: 4.096835 | lrm: 0.99 | dt: 25ms | tok/sec: 1,297,193 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03575 (50.7%) | loss: 4.100491 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,850 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03576 (50.7%) | loss: 4.115244 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,471 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03577 (50.7%) | loss: 4.107955 | lrm: 0.99 | dt: 25ms | tok/sec: 1,294,371 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03578 (50.7%) | loss: 4.110306 | lrm: 0.99 | dt: 25ms | tok/sec: 1,293,494 | mfu: 36.2% | epoch: 1 | remaining: 89s    
step 03579 (50.7%) | loss: 4.112002 | lrm: 0.99 | dt: 25ms | tok/sec: 1,296,740 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03580 (50.8%) | loss: 4.108156 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,373 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03581 (50.8%) | loss: 4.117347 | lrm: 0.98 | dt: 25ms | tok/sec: 1,297,524 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03582 (50.8%) | loss: 4.112404 | lrm: 0.98 | dt: 25ms | tok/sec: 1,298,811 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03583 (50.8%) | loss: 4.114722 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,263 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03584 (50.8%) | loss: 4.117051 | lrm: 0.98 | dt: 25ms | tok/sec: 1,295,909 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 03585 (50.8%) | loss: 4.118404 | lrm: 0.98 | dt: 25ms | tok/sec: 1,292,813 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03586 (50.8%) | loss: 4.121623 | lrm: 0.98 | dt: 25ms | tok/sec: 1,293,470 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03587 (50.9%) | loss: 4.119814 | lrm: 0.98 | dt: 25ms | tok/sec: 1,291,889 | mfu: 36.1% | epoch: 1 | remaining: 88s    
step 03588 (50.9%) | loss: 4.132387 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,153 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03589 (50.9%) | loss: 4.139660 | lrm: 0.98 | dt: 25ms | tok/sec: 1,295,750 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03590 (50.9%) | loss: 4.137652 | lrm: 0.98 | dt: 26ms | tok/sec: 1,266,403 | mfu: 35.4% | epoch: 1 | remaining: 88s    
step 03591 (50.9%) | loss: 4.132547 | lrm: 0.98 | dt: 25ms | tok/sec: 1,297,071 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03592 (50.9%) | loss: 4.125946 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,263 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03593 (50.9%) | loss: 4.124262 | lrm: 0.98 | dt: 25ms | tok/sec: 1,297,279 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03594 (51.0%) | loss: 4.132342 | lrm: 0.98 | dt: 25ms | tok/sec: 1,297,401 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03595 (51.0%) | loss: 4.138398 | lrm: 0.98 | dt: 25ms | tok/sec: 1,298,566 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03596 (51.0%) | loss: 4.142786 | lrm: 0.98 | dt: 25ms | tok/sec: 1,297,855 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03597 (51.0%) | loss: 4.136136 | lrm: 0.98 | dt: 25ms | tok/sec: 1,294,578 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03598 (51.0%) | loss: 4.124221 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,447 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03599 (51.0%) | loss: 4.115085 | lrm: 0.98 | dt: 25ms | tok/sec: 1,293,397 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03600 (51.0%) | loss: 4.127693 | lrm: 0.98 | dt: 25ms | tok/sec: 1,299,106 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03601 (51.0%) | loss: 4.122294 | lrm: 0.98 | dt: 25ms | tok/sec: 1,295,432 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03602 (51.1%) | loss: 4.114659 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,520 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03603 (51.1%) | loss: 4.119983 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,997 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03604 (51.1%) | loss: 4.123161 | lrm: 0.98 | dt: 25ms | tok/sec: 1,293,348 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03605 (51.1%) | loss: 4.123010 | lrm: 0.98 | dt: 25ms | tok/sec: 1,293,007 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03606 (51.1%) | loss: 4.109637 | lrm: 0.98 | dt: 25ms | tok/sec: 1,291,209 | mfu: 36.1% | epoch: 1 | remaining: 88s    
step 03607 (51.1%) | loss: 4.099000 | lrm: 0.98 | dt: 25ms | tok/sec: 1,293,226 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03608 (51.1%) | loss: 4.106086 | lrm: 0.98 | dt: 25ms | tok/sec: 1,293,494 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03609 (51.2%) | loss: 4.095457 | lrm: 0.98 | dt: 26ms | tok/sec: 1,244,523 | mfu: 34.8% | epoch: 1 | remaining: 88s    
step 03610 (51.2%) | loss: 4.113016 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,728 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03611 (51.2%) | loss: 4.119342 | lrm: 0.98 | dt: 25ms | tok/sec: 1,293,226 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03612 (51.2%) | loss: 4.134511 | lrm: 0.98 | dt: 25ms | tok/sec: 1,298,701 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03613 (51.2%) | loss: 4.123611 | lrm: 0.98 | dt: 25ms | tok/sec: 1,297,156 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03614 (51.2%) | loss: 4.104453 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,985 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03615 (51.2%) | loss: 4.104401 | lrm: 0.98 | dt: 25ms | tok/sec: 1,296,141 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03616 (51.3%) | loss: 4.110098 | lrm: 0.97 | dt: 25ms | tok/sec: 1,293,871 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03617 (51.3%) | loss: 4.112475 | lrm: 0.97 | dt: 25ms | tok/sec: 1,295,884 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03618 (51.3%) | loss: 4.114367 | lrm: 0.97 | dt: 25ms | tok/sec: 1,295,579 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03619 (51.3%) | loss: 4.123257 | lrm: 0.97 | dt: 25ms | tok/sec: 1,296,752 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03620 (51.3%) | loss: 4.122364 | lrm: 0.97 | dt: 25ms | tok/sec: 1,298,676 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03621 (51.3%) | loss: 4.138652 | lrm: 0.97 | dt: 25ms | tok/sec: 1,296,850 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03622 (51.3%) | loss: 4.138911 | lrm: 0.97 | dt: 25ms | tok/sec: 1,299,585 | mfu: 36.4% | epoch: 1 | remaining: 88s    
step 03623 (51.4%) | loss: 4.136348 | lrm: 0.97 | dt: 25ms | tok/sec: 1,297,034 | mfu: 36.3% | epoch: 1 | remaining: 88s    
step 03624 (51.4%) | loss: 4.139638 | lrm: 0.97 | dt: 25ms | tok/sec: 1,293,457 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 03625 (51.4%) | loss: 4.127173 | lrm: 0.97 | dt: 26ms | tok/sec: 1,272,182 | mfu: 35.6% | epoch: 1 | remaining: 87s    
step 03626 (51.4%) | loss: 4.128005 | lrm: 0.97 | dt: 25ms | tok/sec: 1,292,509 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03627 (51.4%) | loss: 4.125205 | lrm: 0.97 | dt: 25ms | tok/sec: 1,291,355 | mfu: 36.1% | epoch: 1 | remaining: 87s    
step 03628 (51.4%) | loss: 4.118299 | lrm: 0.97 | dt: 32ms | tok/sec: 1,019,516 | mfu: 28.5% | epoch: 1 | remaining: 87s    
step 03629 (51.4%) | loss: 4.142424 | lrm: 0.97 | dt: 25ms | tok/sec: 1,294,627 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03630 (51.5%) | loss: 4.131682 | lrm: 0.97 | dt: 25ms | tok/sec: 1,294,883 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03631 (51.5%) | loss: 4.140569 | lrm: 0.97 | dt: 25ms | tok/sec: 1,297,487 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03632 (51.5%) | loss: 4.135674 | lrm: 0.97 | dt: 25ms | tok/sec: 1,298,541 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03633 (51.5%) | loss: 4.131969 | lrm: 0.97 | dt: 25ms | tok/sec: 1,295,701 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03634 (51.5%) | loss: 4.126241 | lrm: 0.97 | dt: 25ms | tok/sec: 1,298,774 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03635 (51.5%) | loss: 4.115437 | lrm: 0.97 | dt: 38ms | tok/sec: 872,356 | mfu: 24.4% | epoch: 1 | remaining: 87s    
step 03636 (51.6%) | loss: 4.104250 | lrm: 0.97 | dt: 25ms | tok/sec: 1,294,944 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03637 (51.6%) | loss: 4.097711 | lrm: 0.97 | dt: 27ms | tok/sec: 1,231,123 | mfu: 34.4% | epoch: 1 | remaining: 87s    
step 03638 (51.6%) | loss: 4.101734 | lrm: 0.97 | dt: 25ms | tok/sec: 1,296,190 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03639 (51.6%) | loss: 4.104364 | lrm: 0.97 | dt: 25ms | tok/sec: 1,292,180 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03640 (51.6%) | loss: 4.110176 | lrm: 0.97 | dt: 25ms | tok/sec: 1,292,618 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03641 (51.6%) | loss: 4.108084 | lrm: 0.97 | dt: 25ms | tok/sec: 1,294,139 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03642 (51.6%) | loss: 4.107235 | lrm: 0.97 | dt: 25ms | tok/sec: 1,292,375 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03643 (51.7%) | loss: 4.096708 | lrm: 0.97 | dt: 25ms | tok/sec: 1,294,859 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03644 (51.7%) | loss: 4.084525 | lrm: 0.97 | dt: 25ms | tok/sec: 1,295,457 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03645 (51.7%) | loss: 4.083929 | lrm: 0.97 | dt: 25ms | tok/sec: 1,294,542 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03646 (51.7%) | loss: 4.093784 | lrm: 0.97 | dt: 25ms | tok/sec: 1,298,320 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03647 (51.7%) | loss: 4.092342 | lrm: 0.97 | dt: 27ms | tok/sec: 1,199,962 | mfu: 33.6% | epoch: 1 | remaining: 87s    
step 03648 (51.7%) | loss: 4.099732 | lrm: 0.97 | dt: 25ms | tok/sec: 1,296,973 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03649 (51.7%) | loss: 4.102265 | lrm: 0.97 | dt: 25ms | tok/sec: 1,295,848 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03650 (51.8%) | loss: 4.103989 | lrm: 0.96 | dt: 25ms | tok/sec: 1,297,989 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03651 (51.8%) | loss: 4.101092 | lrm: 0.96 | dt: 25ms | tok/sec: 1,293,214 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03652 (51.8%) | loss: 4.110554 | lrm: 0.96 | dt: 25ms | tok/sec: 1,291,464 | mfu: 36.1% | epoch: 1 | remaining: 87s    
step 03653 (51.8%) | loss: 4.107823 | lrm: 0.96 | dt: 25ms | tok/sec: 1,294,773 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03654 (51.8%) | loss: 4.110644 | lrm: 0.96 | dt: 25ms | tok/sec: 1,294,469 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03655 (51.8%) | loss: 4.109705 | lrm: 0.96 | dt: 25ms | tok/sec: 1,295,323 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03656 (51.8%) | loss: 4.105496 | lrm: 0.96 | dt: 25ms | tok/sec: 1,294,127 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03657 (51.8%) | loss: 4.101982 | lrm: 0.96 | dt: 25ms | tok/sec: 1,295,726 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03658 (51.9%) | loss: 4.111019 | lrm: 0.96 | dt: 25ms | tok/sec: 1,295,530 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03659 (51.9%) | loss: 4.110502 | lrm: 0.96 | dt: 25ms | tok/sec: 1,295,225 | mfu: 36.2% | epoch: 1 | remaining: 87s    
step 03660 (51.9%) | loss: 4.114828 | lrm: 0.96 | dt: 25ms | tok/sec: 1,297,940 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03661 (51.9%) | loss: 4.108317 | lrm: 0.96 | dt: 26ms | tok/sec: 1,270,465 | mfu: 35.5% | epoch: 1 | remaining: 87s    
step 03662 (51.9%) | loss: 4.109309 | lrm: 0.96 | dt: 25ms | tok/sec: 1,296,471 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 03663 (51.9%) | loss: 4.091970 | lrm: 0.96 | dt: 25ms | tok/sec: 1,291,938 | mfu: 36.1% | epoch: 1 | remaining: 86s    
step 03664 (51.9%) | loss: 4.084644 | lrm: 0.96 | dt: 25ms | tok/sec: 1,294,018 | mfu: 36.2% | epoch: 1 | remaining: 86s    
step 03665 (52.0%) | loss: 4.092006 | lrm: 0.96 | dt: 25ms | tok/sec: 1,296,887 | mfu: 36.3% | epoch: 1 | remaining: 86s    
