experiment_start=2026-07-10T15:51:13Z description=1.15x learning rates at 65k batch
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011307 | lrm: 1.00 | dt: 13953ms | tok/sec: 4,696 | mfu: 0.1% | epoch: 1 | remaining: 180s    
step 00001 (0.0%) | loss: 8.993724 | lrm: 1.00 | dt: 106ms | tok/sec: 619,214 | mfu: 17.3% | epoch: 1 | remaining: 180s    
step 00002 (0.0%) | loss: 8.707862 | lrm: 1.00 | dt: 103ms | tok/sec: 633,594 | mfu: 17.7% | epoch: 1 | remaining: 180s    
step 00003 (0.0%) | loss: 8.508865 | lrm: 1.00 | dt: 106ms | tok/sec: 620,225 | mfu: 17.4% | epoch: 1 | remaining: 180s    
step 00004 (0.0%) | loss: 8.389803 | lrm: 1.00 | dt: 102ms | tok/sec: 641,731 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00005 (0.0%) | loss: 8.292674 | lrm: 1.00 | dt: 102ms | tok/sec: 642,802 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00006 (0.0%) | loss: 8.196695 | lrm: 1.00 | dt: 106ms | tok/sec: 618,391 | mfu: 17.3% | epoch: 1 | remaining: 180s    
step 00007 (0.0%) | loss: 8.108358 | lrm: 1.00 | dt: 102ms | tok/sec: 643,302 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00008 (0.0%) | loss: 8.023138 | lrm: 1.00 | dt: 106ms | tok/sec: 620,605 | mfu: 17.4% | epoch: 1 | remaining: 180s    
step 00009 (0.0%) | loss: 7.955645 | lrm: 1.00 | dt: 102ms | tok/sec: 643,084 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00010 (0.0%) | loss: 7.906377 | lrm: 1.00 | dt: 106ms | tok/sec: 620,087 | mfu: 17.3% | epoch: 1 | remaining: 180s    
step 00011 (0.0%) | loss: 7.863428 | lrm: 1.00 | dt: 104ms | tok/sec: 632,330 | mfu: 17.7% | epoch: 1 | remaining: 180s    
step 00012 (0.1%) | loss: 7.820691 | lrm: 1.00 | dt: 106ms | tok/sec: 620,571 | mfu: 17.4% | epoch: 1 | remaining: 180s    
step 00313 (17.5%) | loss: 6.023325 | lrm: 1.00 | dt: 106ms | tok/sec: 618,457 | mfu: 17.3% | epoch: 1 | remaining: 148s    
step 00314 (17.6%) | loss: 6.013310 | lrm: 1.00 | dt: 102ms | tok/sec: 640,617 | mfu: 17.9% | epoch: 1 | remaining: 148s    
step 00315 (17.6%) | loss: 6.005056 | lrm: 1.00 | dt: 106ms | tok/sec: 619,141 | mfu: 17.3% | epoch: 1 | remaining: 148s    
step 00316 (17.7%) | loss: 5.996579 | lrm: 1.00 | dt: 104ms | tok/sec: 628,749 | mfu: 17.6% | epoch: 1 | remaining: 148s    
step 00317 (17.7%) | loss: 5.983024 | lrm: 1.00 | dt: 106ms | tok/sec: 618,907 | mfu: 17.3% | epoch: 1 | remaining: 148s    
step 00318 (17.8%) | loss: 5.971674 | lrm: 1.00 | dt: 102ms | tok/sec: 641,027 | mfu: 17.9% | epoch: 1 | remaining: 148s    
step 00319 (17.8%) | loss: 5.955830 | lrm: 1.00 | dt: 106ms | tok/sec: 619,190 | mfu: 17.3% | epoch: 1 | remaining: 148s    
step 00320 (17.9%) | loss: 5.944329 | lrm: 1.00 | dt: 102ms | tok/sec: 640,496 | mfu: 17.9% | epoch: 1 | remaining: 148s    
step 00321 (18.0%) | loss: 5.935369 | lrm: 1.00 | dt: 106ms | tok/sec: 619,809 | mfu: 17.3% | epoch: 1 | remaining: 148s    
step 00322 (18.0%) | loss: 5.926318 | lrm: 1.00 | dt: 104ms | tok/sec: 627,788 | mfu: 17.6% | epoch: 1 | remaining: 147s    
step 00323 (18.1%) | loss: 5.915261 | lrm: 1.00 | dt: 104ms | tok/sec: 629,953 | mfu: 17.6% | epoch: 1 | remaining: 147s    
step 00324 (18.1%) | loss: 5.904925 | lrm: 1.00 | dt: 104ms | tok/sec: 629,145 | mfu: 17.6% | epoch: 1 | remaining: 147s    
step 00325 (18.2%) | loss: 5.897621 | lrm: 1.00 | dt: 102ms | tok/sec: 642,766 | mfu: 18.0% | epoch: 1 | remaining: 147s    
step 00326 (18.2%) | loss: 5.902024 | lrm: 1.00 | dt: 106ms | tok/sec: 618,665 | mfu: 17.3% | epoch: 1 | remaining: 147s    
step 00327 (18.3%) | loss: 5.914923 | lrm: 1.00 | dt: 102ms | tok/sec: 641,135 | mfu: 17.9% | epoch: 1 | remaining: 147s    
step 00328 (18.4%) | loss: 5.919804 | lrm: 1.00 | dt: 106ms | tok/sec: 617,860 | mfu: 17.3% | epoch: 1 | remaining: 147s    
step 00329 (18.4%) | loss: 5.923104 | lrm: 1.00 | dt: 102ms | tok/sec: 639,654 | mfu: 17.9% | epoch: 1 | remaining: 147s    
step 00330 (18.5%) | loss: 5.923129 | lrm: 1.00 | dt: 106ms | tok/sec: 618,017 | mfu: 17.3% | epoch: 1 | remaining: 147s    
step 00331 (18.5%) | loss: 5.918406 | lrm: 1.00 | dt: 103ms | tok/sec: 637,204 | mfu: 17.8% | epoch: 1 | remaining: 147s    
step 00332 (18.6%) | loss: 5.917182 | lrm: 1.00 | dt: 106ms | tok/sec: 617,361 | mfu: 17.3% | epoch: 1 | remaining: 146s    
step 00333 (18.7%) | loss: 5.914056 | lrm: 1.00 | dt: 103ms | tok/sec: 639,103 | mfu: 17.9% | epoch: 1 | remaining: 146s    
step 00334 (18.7%) | loss: 5.912828 | lrm: 1.00 | dt: 106ms | tok/sec: 618,821 | mfu: 17.3% | epoch: 1 | remaining: 146s    
step 00335 (18.8%) | loss: 5.907698 | lrm: 1.00 | dt: 102ms | tok/sec: 639,386 | mfu: 17.9% | epoch: 1 | remaining: 146s    
step 00336 (18.8%) | loss: 5.900024 | lrm: 1.00 | dt: 106ms | tok/sec: 619,351 | mfu: 17.3% | epoch: 1 | remaining: 146s    
step 00337 (18.9%) | loss: 5.895224 | lrm: 1.00 | dt: 102ms | tok/sec: 639,676 | mfu: 17.9% | epoch: 1 | remaining: 146s    
step 00338 (18.9%) | loss: 5.887174 | lrm: 1.00 | dt: 104ms | tok/sec: 631,959 | mfu: 17.7% | epoch: 1 | remaining: 146s    
step 00339 (19.0%) | loss: 5.887609 | lrm: 1.00 | dt: 104ms | tok/sec: 627,626 | mfu: 17.6% | epoch: 1 | remaining: 146s    
step 00340 (19.1%) | loss: 5.883507 | lrm: 1.00 | dt: 102ms | tok/sec: 642,948 | mfu: 18.0% | epoch: 1 | remaining: 146s    
step 00341 (19.1%) | loss: 5.877787 | lrm: 1.00 | dt: 106ms | tok/sec: 619,024 | mfu: 17.3% | epoch: 1 | remaining: 145s    
step 00342 (19.2%) | loss: 5.875146 | lrm: 1.00 | dt: 102ms | tok/sec: 640,472 | mfu: 17.9% | epoch: 1 | remaining: 145s    
step 00343 (19.2%) | loss: 5.870756 | lrm: 1.00 | dt: 106ms | tok/sec: 618,516 | mfu: 17.3% | epoch: 1 | remaining: 145s    
step 00344 (19.3%) | loss: 5.867211 | lrm: 1.00 | dt: 102ms | tok/sec: 640,927 | mfu: 17.9% | epoch: 1 | remaining: 145s    
step 00345 (19.3%) | loss: 5.862341 | lrm: 1.00 | dt: 106ms | tok/sec: 618,487 | mfu: 17.3% | epoch: 1 | remaining: 145s    
step 00346 (19.4%) | loss: 5.859244 | lrm: 1.00 | dt: 102ms | tok/sec: 641,927 | mfu: 18.0% | epoch: 1 | remaining: 145s    
step 00347 (19.5%) | loss: 5.861776 | lrm: 1.00 | dt: 106ms | tok/sec: 618,914 | mfu: 17.3% | epoch: 1 | remaining: 145s    
step 00348 (19.5%) | loss: 5.862168 | lrm: 1.00 | dt: 102ms | tok/sec: 642,319 | mfu: 18.0% | epoch: 1 | remaining: 145s    
step 00349 (19.6%) | loss: 5.860072 | lrm: 1.00 | dt: 106ms | tok/sec: 619,380 | mfu: 17.3% | epoch: 1 | remaining: 145s    
step 00350 (19.6%) | loss: 5.862185 | lrm: 1.00 | dt: 102ms | tok/sec: 640,817 | mfu: 17.9% | epoch: 1 | remaining: 145s    
step 00351 (19.7%) | loss: 5.856109 | lrm: 1.00 | dt: 106ms | tok/sec: 618,768 | mfu: 17.3% | epoch: 1 | remaining: 144s    
step 00352 (19.8%) | loss: 5.849641 | lrm: 1.00 | dt: 103ms | tok/sec: 638,609 | mfu: 17.9% | epoch: 1 | remaining: 144s    
step 00353 (19.8%) | loss: 5.850080 | lrm: 1.00 | dt: 104ms | tok/sec: 630,953 | mfu: 17.7% | epoch: 1 | remaining: 144s    
step 00354 (19.9%) | loss: 5.841406 | lrm: 1.00 | dt: 104ms | tok/sec: 627,897 | mfu: 17.6% | epoch: 1 | remaining: 144s    
step 00355 (19.9%) | loss: 5.836756 | lrm: 1.00 | dt: 103ms | tok/sec: 639,096 | mfu: 17.9% | epoch: 1 | remaining: 144s    
step 00356 (20.0%) | loss: 5.838332 | lrm: 1.00 | dt: 106ms | tok/sec: 618,704 | mfu: 17.3% | epoch: 1 | remaining: 144s    
step 00357 (20.0%) | loss: 5.828628 | lrm: 1.00 | dt: 102ms | tok/sec: 641,039 | mfu: 17.9% | epoch: 1 | remaining: 144s    
step 00358 (20.1%) | loss: 5.826354 | lrm: 1.00 | dt: 106ms | tok/sec: 618,014 | mfu: 17.3% | epoch: 1 | remaining: 144s    
step 00359 (20.2%) | loss: 5.822618 | lrm: 1.00 | dt: 102ms | tok/sec: 640,361 | mfu: 17.9% | epoch: 1 | remaining: 144s    
step 00360 (20.2%) | loss: 5.814457 | lrm: 1.00 | dt: 106ms | tok/sec: 619,328 | mfu: 17.3% | epoch: 1 | remaining: 144s    
step 00361 (20.3%) | loss: 5.809031 | lrm: 1.00 | dt: 104ms | tok/sec: 629,529 | mfu: 17.6% | epoch: 1 | remaining: 143s    
step 00362 (20.3%) | loss: 5.805606 | lrm: 1.00 | dt: 106ms | tok/sec: 617,935 | mfu: 17.3% | epoch: 1 | remaining: 143s    
step 00363 (20.4%) | loss: 5.803555 | lrm: 1.00 | dt: 102ms | tok/sec: 639,679 | mfu: 17.9% | epoch: 1 | remaining: 143s    
step 00364 (20.4%) | loss: 5.815120 | lrm: 1.00 | dt: 106ms | tok/sec: 618,571 | mfu: 17.3% | epoch: 1 | remaining: 143s    
step 00365 (20.5%) | loss: 5.818248 | lrm: 1.00 | dt: 102ms | tok/sec: 640,127 | mfu: 17.9% | epoch: 1 | remaining: 143s    
step 00366 (20.6%) | loss: 5.821858 | lrm: 1.00 | dt: 106ms | tok/sec: 619,471 | mfu: 17.3% | epoch: 1 | remaining: 143s    
step 00367 (20.6%) | loss: 5.831992 | lrm: 1.00 | dt: 102ms | tok/sec: 641,533 | mfu: 17.9% | epoch: 1 | remaining: 143s    
step 00368 (20.7%) | loss: 5.842774 | lrm: 1.00 | dt: 102ms | tok/sec: 641,107 | mfu: 17.9% | epoch: 1 | remaining: 143s    
step 00369 (20.7%) | loss: 5.854472 | lrm: 1.00 | dt: 106ms | tok/sec: 618,377 | mfu: 17.3% | epoch: 1 | remaining: 143s    
step 00370 (20.8%) | loss: 5.857757 | lrm: 1.00 | dt: 102ms | tok/sec: 641,822 | mfu: 18.0% | epoch: 1 | remaining: 142s    
step 00371 (20.8%) | loss: 5.859139 | lrm: 1.00 | dt: 106ms | tok/sec: 618,684 | mfu: 17.3% | epoch: 1 | remaining: 142s    
step 00372 (20.9%) | loss: 5.854678 | lrm: 1.00 | dt: 102ms | tok/sec: 641,705 | mfu: 18.0% | epoch: 1 | remaining: 142s    
step 00373 (21.0%) | loss: 5.858505 | lrm: 1.00 | dt: 106ms | tok/sec: 618,211 | mfu: 17.3% | epoch: 1 | remaining: 142s    
step 00374 (21.0%) | loss: 5.857305 | lrm: 1.00 | dt: 102ms | tok/sec: 641,728 | mfu: 18.0% | epoch: 1 | remaining: 142s    
step 00375 (21.1%) | loss: 5.852894 | lrm: 1.00 | dt: 106ms | tok/sec: 618,764 | mfu: 17.3% | epoch: 1 | remaining: 142s    
step 00376 (21.1%) | loss: 5.845125 | lrm: 1.00 | dt: 104ms | tok/sec: 631,164 | mfu: 17.7% | epoch: 1 | remaining: 142s    
step 00377 (21.2%) | loss: 5.838684 | lrm: 1.00 | dt: 106ms | tok/sec: 618,267 | mfu: 17.3% | epoch: 1 | remaining: 142s    
step 00378 (21.3%) | loss: 5.842900 | lrm: 1.00 | dt: 103ms | tok/sec: 638,656 | mfu: 17.9% | epoch: 1 | remaining: 142s    
step 00379 (21.3%) | loss: 5.847192 | lrm: 1.00 | dt: 106ms | tok/sec: 617,923 | mfu: 17.3% | epoch: 1 | remaining: 142s    
step 00380 (21.4%) | loss: 5.840740 | lrm: 1.00 | dt: 103ms | tok/sec: 638,880 | mfu: 17.9% | epoch: 1 | remaining: 141s    
step 00381 (21.4%) | loss: 5.835433 | lrm: 1.00 | dt: 106ms | tok/sec: 619,469 | mfu: 17.3% | epoch: 1 | remaining: 141s    
step 00382 (21.5%) | loss: 5.827390 | lrm: 1.00 | dt: 105ms | tok/sec: 626,498 | mfu: 17.5% | epoch: 1 | remaining: 141s    
step 00383 (21.5%) | loss: 5.821653 | lrm: 1.00 | dt: 103ms | tok/sec: 638,459 | mfu: 17.9% | epoch: 1 | remaining: 141s    
step 00384 (21.6%) | loss: 5.811752 | lrm: 1.00 | dt: 106ms | tok/sec: 617,152 | mfu: 17.3% | epoch: 1 | remaining: 141s    
step 00385 (21.7%) | loss: 5.809157 | lrm: 1.00 | dt: 103ms | tok/sec: 637,661 | mfu: 17.8% | epoch: 1 | remaining: 141s    
step 00386 (21.7%) | loss: 5.796934 | lrm: 1.00 | dt: 106ms | tok/sec: 618,830 | mfu: 17.3% | epoch: 1 | remaining: 141s    
step 00387 (21.8%) | loss: 5.785224 | lrm: 1.00 | dt: 102ms | tok/sec: 640,747 | mfu: 17.9% | epoch: 1 | remaining: 141s    
step 00388 (21.8%) | loss: 5.784859 | lrm: 1.00 | dt: 106ms | tok/sec: 617,760 | mfu: 17.3% | epoch: 1 | remaining: 141s    
step 00389 (21.9%) | loss: 5.784108 | lrm: 1.00 | dt: 103ms | tok/sec: 639,045 | mfu: 17.9% | epoch: 1 | remaining: 140s    
step 00390 (21.9%) | loss: 5.785909 | lrm: 1.00 | dt: 106ms | tok/sec: 617,227 | mfu: 17.3% | epoch: 1 | remaining: 140s    
step 00391 (22.0%) | loss: 5.780884 | lrm: 1.00 | dt: 103ms | tok/sec: 638,695 | mfu: 17.9% | epoch: 1 | remaining: 140s    
step 00392 (22.1%) | loss: 5.780228 | lrm: 1.00 | dt: 106ms | tok/sec: 619,599 | mfu: 17.3% | epoch: 1 | remaining: 140s    
step 00393 (22.1%) | loss: 5.778484 | lrm: 1.00 | dt: 102ms | tok/sec: 640,420 | mfu: 17.9% | epoch: 1 | remaining: 140s    
step 00394 (22.2%) | loss: 5.770864 | lrm: 1.00 | dt: 106ms | tok/sec: 617,957 | mfu: 17.3% | epoch: 1 | remaining: 140s    
step 00395 (22.2%) | loss: 5.768370 | lrm: 1.00 | dt: 102ms | tok/sec: 640,202 | mfu: 17.9% | epoch: 1 | remaining: 140s    
step 00396 (22.3%) | loss: 5.761729 | lrm: 1.00 | dt: 104ms | tok/sec: 632,561 | mfu: 17.7% | epoch: 1 | remaining: 140s    
step 00397 (22.4%) | loss: 5.755451 | lrm: 1.00 | dt: 104ms | tok/sec: 628,135 | mfu: 17.6% | epoch: 1 | remaining: 140s    
step 00398 (22.4%) | loss: 5.748398 | lrm: 1.00 | dt: 103ms | tok/sec: 638,876 | mfu: 17.9% | epoch: 1 | remaining: 140s    
step 00399 (22.5%) | loss: 5.744651 | lrm: 1.00 | dt: 106ms | tok/sec: 618,917 | mfu: 17.3% | epoch: 1 | remaining: 139s    
step 00400 (22.5%) | loss: 5.742382 | lrm: 1.00 | dt: 102ms | tok/sec: 640,285 | mfu: 17.9% | epoch: 1 | remaining: 139s    
step 00401 (22.6%) | loss: 5.737486 | lrm: 1.00 | dt: 106ms | tok/sec: 618,407 | mfu: 17.3% | epoch: 1 | remaining: 139s    
step 00402 (22.6%) | loss: 5.740952 | lrm: 1.00 | dt: 102ms | tok/sec: 640,091 | mfu: 17.9% | epoch: 1 | remaining: 139s    
step 00403 (22.7%) | loss: 5.743395 | lrm: 1.00 | dt: 106ms | tok/sec: 619,667 | mfu: 17.3% | epoch: 1 | remaining: 139s    
step 00404 (22.8%) | loss: 5.741325 | lrm: 1.00 | dt: 102ms | tok/sec: 641,391 | mfu: 17.9% | epoch: 1 | remaining: 139s    
step 00405 (22.8%) | loss: 5.752258 | lrm: 1.00 | dt: 106ms | tok/sec: 618,908 | mfu: 17.3% | epoch: 1 | remaining: 139s    
step 00406 (22.9%) | loss: 5.772687 | lrm: 1.00 | dt: 102ms | tok/sec: 640,732 | mfu: 17.9% | epoch: 1 | remaining: 139s    
step 00407 (22.9%) | loss: 5.803103 | lrm: 1.00 | dt: 106ms | tok/sec: 619,164 | mfu: 17.3% | epoch: 1 | remaining: 139s    
step 00408 (23.0%) | loss: 5.834421 | lrm: 1.00 | dt: 102ms | tok/sec: 641,867 | mfu: 18.0% | epoch: 1 | remaining: 139s    
step 00409 (23.0%) | loss: 5.883781 | lrm: 1.00 | dt: 106ms | tok/sec: 619,169 | mfu: 17.3% | epoch: 1 | remaining: 138s    
step 00410 (23.1%) | loss: 5.921822 | lrm: 1.00 | dt: 102ms | tok/sec: 641,773 | mfu: 18.0% | epoch: 1 | remaining: 138s    
step 00411 (23.2%) | loss: 5.937103 | lrm: 1.00 | dt: 104ms | tok/sec: 631,161 | mfu: 17.7% | epoch: 1 | remaining: 138s    
step 00412 (23.2%) | loss: 5.958469 | lrm: 1.00 | dt: 104ms | tok/sec: 627,337 | mfu: 17.6% | epoch: 1 | remaining: 138s    
step 00413 (23.3%) | loss: 5.970882 | lrm: 1.00 | dt: 102ms | tok/sec: 640,023 | mfu: 17.9% | epoch: 1 | remaining: 138s    
step 00414 (23.3%) | loss: 5.977482 | lrm: 1.00 | dt: 106ms | tok/sec: 617,765 | mfu: 17.3% | epoch: 1 | remaining: 138s    
step 00415 (23.4%) | loss: 5.977091 | lrm: 1.00 | dt: 102ms | tok/sec: 641,611 | mfu: 17.9% | epoch: 1 | remaining: 138s    
step 00416 (23.5%) | loss: 5.980068 | lrm: 1.00 | dt: 106ms | tok/sec: 618,473 | mfu: 17.3% | epoch: 1 | remaining: 138s    
step 00417 (23.5%) | loss: 5.986136 | lrm: 1.00 | dt: 102ms | tok/sec: 641,018 | mfu: 17.9% | epoch: 1 | remaining: 138s    
step 00418 (23.6%) | loss: 5.976304 | lrm: 1.00 | dt: 106ms | tok/sec: 618,118 | mfu: 17.3% | epoch: 1 | remaining: 137s    
step 00419 (23.6%) | loss: 5.962160 | lrm: 1.00 | dt: 102ms | tok/sec: 640,844 | mfu: 17.9% | epoch: 1 | remaining: 137s    
step 00420 (23.7%) | loss: 5.947429 | lrm: 1.00 | dt: 106ms | tok/sec: 618,964 | mfu: 17.3% | epoch: 1 | remaining: 137s    
step 00421 (23.7%) | loss: 5.933007 | lrm: 1.00 | dt: 102ms | tok/sec: 640,317 | mfu: 17.9% | epoch: 1 | remaining: 137s    
step 00422 (23.8%) | loss: 5.918641 | lrm: 1.00 | dt: 106ms | tok/sec: 617,976 | mfu: 17.3% | epoch: 1 | remaining: 137s    
step 00423 (23.9%) | loss: 5.898576 | lrm: 1.00 | dt: 103ms | tok/sec: 637,940 | mfu: 17.8% | epoch: 1 | remaining: 137s    
step 00424 (23.9%) | loss: 5.880045 | lrm: 1.00 | dt: 106ms | tok/sec: 617,932 | mfu: 17.3% | epoch: 1 | remaining: 137s    
step 00425 (24.0%) | loss: 5.861404 | lrm: 1.00 | dt: 103ms | tok/sec: 637,985 | mfu: 17.8% | epoch: 1 | remaining: 137s    
step 00426 (24.0%) | loss: 5.845518 | lrm: 1.00 | dt: 104ms | tok/sec: 630,563 | mfu: 17.6% | epoch: 1 | remaining: 137s    
step 00427 (24.1%) | loss: 5.831236 | lrm: 1.00 | dt: 104ms | tok/sec: 628,134 | mfu: 17.6% | epoch: 1 | remaining: 137s    
step 00428 (24.1%) | loss: 5.814354 | lrm: 1.00 | dt: 102ms | tok/sec: 641,788 | mfu: 18.0% | epoch: 1 | remaining: 136s    
step 00429 (24.2%) | loss: 5.803020 | lrm: 1.00 | dt: 106ms | tok/sec: 618,505 | mfu: 17.3% | epoch: 1 | remaining: 136s    
step 00430 (24.3%) | loss: 5.790154 | lrm: 1.00 | dt: 102ms | tok/sec: 642,514 | mfu: 18.0% | epoch: 1 | remaining: 136s    
step 00431 (24.3%) | loss: 5.782733 | lrm: 1.00 | dt: 106ms | tok/sec: 617,583 | mfu: 17.3% | epoch: 1 | remaining: 136s    
step 00432 (24.4%) | loss: 5.777966 | lrm: 1.00 | dt: 103ms | tok/sec: 638,610 | mfu: 17.9% | epoch: 1 | remaining: 136s    
step 00433 (24.4%) | loss: 5.779845 | lrm: 1.00 | dt: 106ms | tok/sec: 617,123 | mfu: 17.3% | epoch: 1 | remaining: 136s    
step 00434 (24.5%) | loss: 5.774987 | lrm: 1.00 | dt: 103ms | tok/sec: 638,308 | mfu: 17.9% | epoch: 1 | remaining: 136s    
step 00435 (24.6%) | loss: 5.777472 | lrm: 1.00 | dt: 106ms | tok/sec: 619,876 | mfu: 17.3% | epoch: 1 | remaining: 136s    
step 00436 (24.6%) | loss: 5.775945 | lrm: 1.00 | dt: 102ms | tok/sec: 639,680 | mfu: 17.9% | epoch: 1 | remaining: 136s    
step 00437 (24.7%) | loss: 5.765004 | lrm: 1.00 | dt: 106ms | tok/sec: 620,062 | mfu: 17.3% | epoch: 1 | remaining: 135s    
step 00438 (24.7%) | loss: 5.756699 | lrm: 1.00 | dt: 102ms | tok/sec: 639,859 | mfu: 17.9% | epoch: 1 | remaining: 135s    
step 00439 (24.8%) | loss: 5.750767 | lrm: 1.00 | dt: 106ms | tok/sec: 618,015 | mfu: 17.3% | epoch: 1 | remaining: 135s    
step 00440 (24.8%) | loss: 5.746689 | lrm: 1.00 | dt: 102ms | tok/sec: 640,348 | mfu: 17.9% | epoch: 1 | remaining: 135s    
step 00441 (24.9%) | loss: 5.741962 | lrm: 1.00 | dt: 104ms | tok/sec: 630,640 | mfu: 17.6% | epoch: 1 | remaining: 135s    
step 00442 (25.0%) | loss: 5.731561 | lrm: 1.00 | dt: 104ms | tok/sec: 627,788 | mfu: 17.6% | epoch: 1 | remaining: 135s    
step 00443 (25.0%) | loss: 5.723214 | lrm: 1.00 | dt: 102ms | tok/sec: 640,345 | mfu: 17.9% | epoch: 1 | remaining: 135s    
step 00444 (25.1%) | loss: 5.721340 | lrm: 1.00 | dt: 106ms | tok/sec: 618,595 | mfu: 17.3% | epoch: 1 | remaining: 135s    
step 00445 (25.1%) | loss: 5.720933 | lrm: 1.00 | dt: 102ms | tok/sec: 640,996 | mfu: 17.9% | epoch: 1 | remaining: 135s    
step 00446 (25.2%) | loss: 5.714956 | lrm: 1.00 | dt: 106ms | tok/sec: 618,005 | mfu: 17.3% | epoch: 1 | remaining: 135s    
step 00447 (25.2%) | loss: 5.708130 | lrm: 1.00 | dt: 102ms | tok/sec: 640,935 | mfu: 17.9% | epoch: 1 | remaining: 134s    
step 00448 (25.3%) | loss: 5.709368 | lrm: 1.00 | dt: 106ms | tok/sec: 618,918 | mfu: 17.3% | epoch: 1 | remaining: 134s    
step 00449 (25.4%) | loss: 5.709927 | lrm: 1.00 | dt: 103ms | tok/sec: 638,839 | mfu: 17.9% | epoch: 1 | remaining: 134s    
step 00450 (25.4%) | loss: 5.700577 | lrm: 1.00 | dt: 106ms | tok/sec: 617,122 | mfu: 17.3% | epoch: 1 | remaining: 134s    
step 00451 (25.5%) | loss: 5.701919 | lrm: 1.00 | dt: 103ms | tok/sec: 637,659 | mfu: 17.8% | epoch: 1 | remaining: 134s    
step 00452 (25.5%) | loss: 5.700170 | lrm: 1.00 | dt: 106ms | tok/sec: 618,700 | mfu: 17.3% | epoch: 1 | remaining: 134s    
step 00453 (25.6%) | loss: 5.699825 | lrm: 1.00 | dt: 102ms | tok/sec: 639,802 | mfu: 17.9% | epoch: 1 | remaining: 134s    
step 00454 (25.6%) | loss: 5.698355 | lrm: 1.00 | dt: 106ms | tok/sec: 619,915 | mfu: 17.3% | epoch: 1 | remaining: 134s    
step 00455 (25.7%) | loss: 5.692035 | lrm: 1.00 | dt: 102ms | tok/sec: 640,399 | mfu: 17.9% | epoch: 1 | remaining: 134s    
step 00456 (25.8%) | loss: 5.688417 | lrm: 1.00 | dt: 104ms | tok/sec: 631,765 | mfu: 17.7% | epoch: 1 | remaining: 134s    
step 00457 (25.8%) | loss: 5.689945 | lrm: 1.00 | dt: 104ms | tok/sec: 628,561 | mfu: 17.6% | epoch: 1 | remaining: 133s    
step 00458 (25.9%) | loss: 5.683576 | lrm: 1.00 | dt: 102ms | tok/sec: 640,272 | mfu: 17.9% | epoch: 1 | remaining: 133s    
step 00459 (25.9%) | loss: 5.677872 | lrm: 1.00 | dt: 106ms | tok/sec: 618,295 | mfu: 17.3% | epoch: 1 | remaining: 133s    
step 00460 (26.0%) | loss: 5.672505 | lrm: 1.00 | dt: 102ms | tok/sec: 640,729 | mfu: 17.9% | epoch: 1 | remaining: 133s    
step 00461 (26.1%) | loss: 5.681469 | lrm: 1.00 | dt: 106ms | tok/sec: 617,905 | mfu: 17.3% | epoch: 1 | remaining: 133s    
step 00462 (26.1%) | loss: 5.685014 | lrm: 1.00 | dt: 103ms | tok/sec: 637,443 | mfu: 17.8% | epoch: 1 | remaining: 133s    
step 00463 (26.2%) | loss: 5.696239 | lrm: 1.00 | dt: 106ms | tok/sec: 617,352 | mfu: 17.3% | epoch: 1 | remaining: 133s    
step 00464 (26.2%) | loss: 5.697110 | lrm: 1.00 | dt: 103ms | tok/sec: 638,751 | mfu: 17.9% | epoch: 1 | remaining: 133s    
step 00465 (26.3%) | loss: 5.703891 | lrm: 1.00 | dt: 106ms | tok/sec: 619,056 | mfu: 17.3% | epoch: 1 | remaining: 133s    
step 00466 (26.3%) | loss: 5.713593 | lrm: 1.00 | dt: 102ms | tok/sec: 640,294 | mfu: 17.9% | epoch: 1 | remaining: 132s    
step 00467 (26.4%) | loss: 5.721233 | lrm: 1.00 | dt: 106ms | tok/sec: 618,705 | mfu: 17.3% | epoch: 1 | remaining: 132s    
step 00468 (26.5%) | loss: 5.718631 | lrm: 1.00 | dt: 102ms | tok/sec: 639,521 | mfu: 17.9% | epoch: 1 | remaining: 132s    
step 00469 (26.5%) | loss: 5.716243 | lrm: 1.00 | dt: 106ms | tok/sec: 619,612 | mfu: 17.3% | epoch: 1 | remaining: 132s    
step 00470 (26.6%) | loss: 5.715230 | lrm: 1.00 | dt: 102ms | tok/sec: 640,378 | mfu: 17.9% | epoch: 1 | remaining: 132s    
step 00471 (26.6%) | loss: 5.704881 | lrm: 1.00 | dt: 104ms | tok/sec: 629,185 | mfu: 17.6% | epoch: 1 | remaining: 132s    
