experiment_start=2026-07-12T21:13:51Z description=test intermediate 96K batch
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011267 | lrm: 1.00 | dt: 2599ms | tok/sec: 37,824 | mfu: 1.1% | epoch: 1 | remaining: 180s    
step 01092 (46.1%) | loss: 3.296002 | lrm: 1.00 | dt: 76ms | tok/sec: 1,297,565 | mfu: 36.3% | epoch: 1 | remaining: 97s    
step 01093 (46.2%) | loss: 3.308075 | lrm: 1.00 | dt: 78ms | tok/sec: 1,264,139 | mfu: 35.4% | epoch: 1 | remaining: 97s    
step 01094 (46.2%) | loss: 3.300723 | lrm: 1.00 | dt: 75ms | tok/sec: 1,312,191 | mfu: 36.7% | epoch: 1 | remaining: 97s    
step 01095 (46.3%) | loss: 3.303431 | lrm: 1.00 | dt: 75ms | tok/sec: 1,317,217 | mfu: 36.9% | epoch: 1 | remaining: 97s    
step 01096 (46.3%) | loss: 3.300454 | lrm: 1.00 | dt: 81ms | tok/sec: 1,212,172 | mfu: 33.9% | epoch: 1 | remaining: 97s    
step 01097 (46.3%) | loss: 3.291371 | lrm: 1.00 | dt: 76ms | tok/sec: 1,298,656 | mfu: 36.3% | epoch: 1 | remaining: 97s    
step 01098 (46.4%) | loss: 3.282494 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,965 | mfu: 35.9% | epoch: 1 | remaining: 96s    
step 01099 (46.4%) | loss: 3.285861 | lrm: 1.00 | dt: 77ms | tok/sec: 1,276,716 | mfu: 35.7% | epoch: 1 | remaining: 96s    
step 01100 (46.5%) | loss: 3.291935 | lrm: 1.00 | dt: 76ms | tok/sec: 1,300,027 | mfu: 36.4% | epoch: 1 | remaining: 96s    
step 01101 (46.5%) | loss: 3.288880 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,687 | mfu: 36.1% | epoch: 1 | remaining: 96s    
step 01102 (46.6%) | loss: 3.296802 | lrm: 1.00 | dt: 76ms | tok/sec: 1,297,654 | mfu: 36.3% | epoch: 1 | remaining: 96s    
step 01103 (46.6%) | loss: 3.295713 | lrm: 1.00 | dt: 76ms | tok/sec: 1,298,406 | mfu: 36.3% | epoch: 1 | remaining: 96s    
step 01104 (46.6%) | loss: 3.289673 | lrm: 1.00 | dt: 75ms | tok/sec: 1,306,242 | mfu: 36.5% | epoch: 1 | remaining: 96s    
step 01105 (46.7%) | loss: 3.297637 | lrm: 1.00 | dt: 76ms | tok/sec: 1,296,858 | mfu: 36.3% | epoch: 1 | remaining: 96s    
step 01106 (46.7%) | loss: 3.296199 | lrm: 1.00 | dt: 76ms | tok/sec: 1,293,981 | mfu: 36.2% | epoch: 1 | remaining: 96s    
step 01107 (46.8%) | loss: 3.297686 | lrm: 1.00 | dt: 75ms | tok/sec: 1,310,994 | mfu: 36.7% | epoch: 1 | remaining: 96s    
step 01108 (46.8%) | loss: 3.289914 | lrm: 1.00 | dt: 77ms | tok/sec: 1,283,288 | mfu: 35.9% | epoch: 1 | remaining: 96s    
step 01109 (46.8%) | loss: 3.293890 | lrm: 1.00 | dt: 77ms | tok/sec: 1,279,767 | mfu: 35.8% | epoch: 1 | remaining: 96s    
step 01110 (46.9%) | loss: 3.294012 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,796 | mfu: 36.4% | epoch: 1 | remaining: 96s    
step 01111 (46.9%) | loss: 3.296287 | lrm: 1.00 | dt: 76ms | tok/sec: 1,288,816 | mfu: 36.1% | epoch: 1 | remaining: 95s    
step 01112 (47.0%) | loss: 3.296770 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,776 | mfu: 35.9% | epoch: 1 | remaining: 95s    
step 01113 (47.0%) | loss: 3.301905 | lrm: 1.00 | dt: 75ms | tok/sec: 1,302,664 | mfu: 36.4% | epoch: 1 | remaining: 95s    
step 01114 (47.1%) | loss: 3.297972 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,100 | mfu: 35.9% | epoch: 1 | remaining: 95s    
step 01115 (47.1%) | loss: 3.298499 | lrm: 1.00 | dt: 75ms | tok/sec: 1,308,157 | mfu: 36.6% | epoch: 1 | remaining: 95s    
step 01116 (47.1%) | loss: 3.299653 | lrm: 1.00 | dt: 75ms | tok/sec: 1,313,717 | mfu: 36.8% | epoch: 1 | remaining: 95s    
step 01117 (47.2%) | loss: 3.305284 | lrm: 1.00 | dt: 76ms | tok/sec: 1,296,981 | mfu: 36.3% | epoch: 1 | remaining: 95s    
step 01118 (47.2%) | loss: 3.295678 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,461 | mfu: 36.0% | epoch: 1 | remaining: 95s    
step 01119 (47.3%) | loss: 3.298700 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,897 | mfu: 36.1% | epoch: 1 | remaining: 95s    
step 01120 (47.3%) | loss: 3.299096 | lrm: 1.00 | dt: 76ms | tok/sec: 1,288,639 | mfu: 36.1% | epoch: 1 | remaining: 95s    
step 01121 (47.4%) | loss: 3.305060 | lrm: 1.00 | dt: 85ms | tok/sec: 1,150,152 | mfu: 32.2% | epoch: 1 | remaining: 95s    
step 01122 (47.4%) | loss: 3.300195 | lrm: 1.00 | dt: 74ms | tok/sec: 1,320,563 | mfu: 36.9% | epoch: 1 | remaining: 95s    
step 01123 (47.4%) | loss: 3.301511 | lrm: 1.00 | dt: 77ms | tok/sec: 1,270,665 | mfu: 35.5% | epoch: 1 | remaining: 95s    
step 01124 (47.5%) | loss: 3.288570 | lrm: 1.00 | dt: 77ms | tok/sec: 1,271,801 | mfu: 35.6% | epoch: 1 | remaining: 94s    
step 01125 (47.5%) | loss: 3.291197 | lrm: 1.00 | dt: 75ms | tok/sec: 1,305,196 | mfu: 36.5% | epoch: 1 | remaining: 94s    
step 01126 (47.6%) | loss: 3.296783 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,263 | mfu: 36.0% | epoch: 1 | remaining: 94s    
step 01127 (47.6%) | loss: 3.287555 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,316 | mfu: 35.9% | epoch: 1 | remaining: 94s    
step 01128 (47.7%) | loss: 3.302545 | lrm: 1.00 | dt: 77ms | tok/sec: 1,270,308 | mfu: 35.5% | epoch: 1 | remaining: 94s    
step 01129 (47.7%) | loss: 3.303280 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,688 | mfu: 35.9% | epoch: 1 | remaining: 94s    
step 01130 (47.7%) | loss: 3.302641 | lrm: 1.00 | dt: 75ms | tok/sec: 1,308,718 | mfu: 36.6% | epoch: 1 | remaining: 94s    
step 01131 (47.8%) | loss: 3.310148 | lrm: 1.00 | dt: 75ms | tok/sec: 1,317,053 | mfu: 36.8% | epoch: 1 | remaining: 94s    
step 01132 (47.8%) | loss: 3.308536 | lrm: 1.00 | dt: 76ms | tok/sec: 1,299,261 | mfu: 36.3% | epoch: 1 | remaining: 94s    
step 01133 (47.9%) | loss: 3.305128 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,952 | mfu: 35.9% | epoch: 1 | remaining: 94s    
step 01134 (47.9%) | loss: 3.301626 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,118 | mfu: 36.1% | epoch: 1 | remaining: 94s    
step 01135 (48.0%) | loss: 3.297970 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,110 | mfu: 36.1% | epoch: 1 | remaining: 94s    
step 01136 (48.0%) | loss: 3.299023 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,102 | mfu: 36.0% | epoch: 1 | remaining: 94s    
step 01137 (48.0%) | loss: 3.299864 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,108 | mfu: 36.1% | epoch: 1 | remaining: 93s    
step 01138 (48.1%) | loss: 3.296833 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,135 | mfu: 35.9% | epoch: 1 | remaining: 93s    
step 01139 (48.1%) | loss: 3.294968 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,914 | mfu: 36.2% | epoch: 1 | remaining: 93s    
step 01140 (48.2%) | loss: 3.291318 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,554 | mfu: 36.1% | epoch: 1 | remaining: 93s    
step 01141 (48.2%) | loss: 3.287033 | lrm: 1.00 | dt: 75ms | tok/sec: 1,308,041 | mfu: 36.6% | epoch: 1 | remaining: 93s    
step 01142 (48.2%) | loss: 3.281062 | lrm: 1.00 | dt: 77ms | tok/sec: 1,270,528 | mfu: 35.5% | epoch: 1 | remaining: 93s    
step 01143 (48.3%) | loss: 3.281049 | lrm: 1.00 | dt: 77ms | tok/sec: 1,279,497 | mfu: 35.8% | epoch: 1 | remaining: 93s    
step 01144 (48.3%) | loss: 3.277142 | lrm: 1.00 | dt: 75ms | tok/sec: 1,304,986 | mfu: 36.5% | epoch: 1 | remaining: 93s    
step 01145 (48.4%) | loss: 3.280174 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,973 | mfu: 36.2% | epoch: 1 | remaining: 93s    
step 01146 (48.4%) | loss: 3.281693 | lrm: 1.00 | dt: 77ms | tok/sec: 1,269,171 | mfu: 35.5% | epoch: 1 | remaining: 93s    
step 01147 (48.5%) | loss: 3.283669 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,284 | mfu: 36.1% | epoch: 1 | remaining: 93s    
step 01148 (48.5%) | loss: 3.286908 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,808 | mfu: 35.9% | epoch: 1 | remaining: 93s    
step 01149 (48.5%) | loss: 3.290282 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,725 | mfu: 36.0% | epoch: 1 | remaining: 93s    
step 01150 (48.6%) | loss: 3.282863 | lrm: 1.00 | dt: 77ms | tok/sec: 1,275,997 | mfu: 35.7% | epoch: 1 | remaining: 92s    
step 01151 (48.6%) | loss: 3.286924 | lrm: 1.00 | dt: 76ms | tok/sec: 1,288,615 | mfu: 36.1% | epoch: 1 | remaining: 92s    
step 01152 (48.7%) | loss: 3.288779 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,373 | mfu: 36.1% | epoch: 1 | remaining: 92s    
step 01153 (48.7%) | loss: 3.285544 | lrm: 1.00 | dt: 77ms | tok/sec: 1,283,029 | mfu: 35.9% | epoch: 1 | remaining: 92s    
step 01154 (48.8%) | loss: 3.278066 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,497 | mfu: 36.4% | epoch: 1 | remaining: 92s    
step 01155 (48.8%) | loss: 3.282576 | lrm: 1.00 | dt: 77ms | tok/sec: 1,278,799 | mfu: 35.8% | epoch: 1 | remaining: 92s    
step 01156 (48.8%) | loss: 3.282294 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,243 | mfu: 36.1% | epoch: 1 | remaining: 92s    
step 01157 (48.9%) | loss: 3.290886 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,036 | mfu: 35.9% | epoch: 1 | remaining: 92s    
step 01158 (48.9%) | loss: 3.290653 | lrm: 1.00 | dt: 78ms | tok/sec: 1,260,950 | mfu: 35.3% | epoch: 1 | remaining: 92s    
step 01159 (49.0%) | loss: 3.298794 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,295 | mfu: 36.1% | epoch: 1 | remaining: 92s    
step 01160 (49.0%) | loss: 3.297167 | lrm: 1.00 | dt: 76ms | tok/sec: 1,300,561 | mfu: 36.4% | epoch: 1 | remaining: 92s    
step 01161 (49.1%) | loss: 3.299465 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,058 | mfu: 36.0% | epoch: 1 | remaining: 92s    
step 01162 (49.1%) | loss: 3.307026 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,634 | mfu: 36.2% | epoch: 1 | remaining: 92s    
step 01163 (49.1%) | loss: 3.307614 | lrm: 1.00 | dt: 77ms | tok/sec: 1,283,912 | mfu: 35.9% | epoch: 1 | remaining: 91s    
step 01164 (49.2%) | loss: 3.300333 | lrm: 1.00 | dt: 76ms | tok/sec: 1,297,450 | mfu: 36.3% | epoch: 1 | remaining: 91s    
step 01165 (49.2%) | loss: 3.297924 | lrm: 1.00 | dt: 89ms | tok/sec: 1,105,659 | mfu: 30.9% | epoch: 1 | remaining: 91s    
step 01166 (49.3%) | loss: 3.300425 | lrm: 1.00 | dt: 74ms | tok/sec: 1,325,066 | mfu: 37.1% | epoch: 1 | remaining: 91s    
step 01167 (49.3%) | loss: 3.296688 | lrm: 1.00 | dt: 75ms | tok/sec: 1,304,486 | mfu: 36.5% | epoch: 1 | remaining: 91s    
step 01168 (49.4%) | loss: 3.294794 | lrm: 1.00 | dt: 76ms | tok/sec: 1,298,729 | mfu: 36.3% | epoch: 1 | remaining: 91s    
step 01169 (49.4%) | loss: 3.304782 | lrm: 1.00 | dt: 76ms | tok/sec: 1,299,851 | mfu: 36.4% | epoch: 1 | remaining: 91s    
step 01170 (49.4%) | loss: 3.299872 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,921 | mfu: 36.1% | epoch: 1 | remaining: 91s    
step 01171 (49.5%) | loss: 3.295881 | lrm: 1.00 | dt: 76ms | tok/sec: 1,295,469 | mfu: 36.2% | epoch: 1 | remaining: 91s    
step 01172 (49.5%) | loss: 3.299933 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,207 | mfu: 35.9% | epoch: 1 | remaining: 91s    
step 01173 (49.6%) | loss: 3.297575 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,429 | mfu: 36.0% | epoch: 1 | remaining: 91s    
step 01174 (49.6%) | loss: 3.296371 | lrm: 1.00 | dt: 78ms | tok/sec: 1,267,002 | mfu: 35.4% | epoch: 1 | remaining: 91s    
step 01175 (49.7%) | loss: 3.298689 | lrm: 1.00 | dt: 91ms | tok/sec: 1,080,599 | mfu: 30.2% | epoch: 1 | remaining: 91s    
step 01176 (49.7%) | loss: 3.298570 | lrm: 1.00 | dt: 73ms | tok/sec: 1,343,992 | mfu: 37.6% | epoch: 1 | remaining: 90s    
step 01177 (49.7%) | loss: 3.300938 | lrm: 1.00 | dt: 75ms | tok/sec: 1,302,232 | mfu: 36.4% | epoch: 1 | remaining: 90s    
step 01178 (49.8%) | loss: 3.304042 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,544 | mfu: 36.0% | epoch: 1 | remaining: 90s    
step 01179 (49.8%) | loss: 3.305029 | lrm: 1.00 | dt: 76ms | tok/sec: 1,288,272 | mfu: 36.0% | epoch: 1 | remaining: 90s    
step 01180 (49.9%) | loss: 3.308979 | lrm: 1.00 | dt: 75ms | tok/sec: 1,310,931 | mfu: 36.7% | epoch: 1 | remaining: 90s    
step 01181 (49.9%) | loss: 3.309156 | lrm: 1.00 | dt: 75ms | tok/sec: 1,308,028 | mfu: 36.6% | epoch: 1 | remaining: 90s    
step 01182 (50.0%) | loss: 3.310104 | lrm: 1.00 | dt: 77ms | tok/sec: 1,275,085 | mfu: 35.7% | epoch: 1 | remaining: 90s    
step 01183 (50.0%) | loss: 3.313826 | lrm: 1.00 | dt: 76ms | tok/sec: 1,299,139 | mfu: 36.3% | epoch: 1 | remaining: 90s    
step 01184 (50.0%) | loss: 3.300946 | lrm: 1.00 | dt: 77ms | tok/sec: 1,274,896 | mfu: 35.7% | epoch: 1 | remaining: 90s    
step 01185 (50.1%) | loss: 3.295728 | lrm: 1.00 | dt: 76ms | tok/sec: 1,299,855 | mfu: 36.4% | epoch: 1 | remaining: 90s    
step 01186 (50.1%) | loss: 3.288252 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,210 | mfu: 35.7% | epoch: 1 | remaining: 90s    
step 01187 (50.2%) | loss: 3.284932 | lrm: 1.00 | dt: 77ms | tok/sec: 1,278,957 | mfu: 35.8% | epoch: 1 | remaining: 90s    
step 01188 (50.2%) | loss: 3.286633 | lrm: 1.00 | dt: 78ms | tok/sec: 1,262,243 | mfu: 35.3% | epoch: 1 | remaining: 90s    
step 01189 (50.3%) | loss: 3.275277 | lrm: 0.99 | dt: 77ms | tok/sec: 1,280,475 | mfu: 35.8% | epoch: 1 | remaining: 89s    
step 01190 (50.3%) | loss: 3.276062 | lrm: 0.99 | dt: 76ms | tok/sec: 1,286,323 | mfu: 36.0% | epoch: 1 | remaining: 89s    
step 01191 (50.3%) | loss: 3.279499 | lrm: 0.99 | dt: 76ms | tok/sec: 1,298,059 | mfu: 36.3% | epoch: 1 | remaining: 89s    
step 01192 (50.4%) | loss: 3.285131 | lrm: 0.99 | dt: 77ms | tok/sec: 1,283,776 | mfu: 35.9% | epoch: 1 | remaining: 89s    
step 01193 (50.4%) | loss: 3.287171 | lrm: 0.99 | dt: 76ms | tok/sec: 1,287,038 | mfu: 36.0% | epoch: 1 | remaining: 89s    
step 01194 (50.5%) | loss: 3.286337 | lrm: 0.99 | dt: 75ms | tok/sec: 1,305,729 | mfu: 36.5% | epoch: 1 | remaining: 89s    
step 01195 (50.5%) | loss: 3.286071 | lrm: 0.99 | dt: 77ms | tok/sec: 1,281,645 | mfu: 35.9% | epoch: 1 | remaining: 89s    
step 01196 (50.6%) | loss: 3.290054 | lrm: 0.99 | dt: 76ms | tok/sec: 1,301,197 | mfu: 36.4% | epoch: 1 | remaining: 89s    
step 01197 (50.6%) | loss: 3.286624 | lrm: 0.99 | dt: 77ms | tok/sec: 1,283,021 | mfu: 35.9% | epoch: 1 | remaining: 89s    
step 01198 (50.6%) | loss: 3.295874 | lrm: 0.99 | dt: 77ms | tok/sec: 1,279,795 | mfu: 35.8% | epoch: 1 | remaining: 89s    
step 01199 (50.7%) | loss: 3.288896 | lrm: 0.99 | dt: 77ms | tok/sec: 1,275,555 | mfu: 35.7% | epoch: 1 | remaining: 89s    
step 01200 (50.7%) | loss: 3.292718 | lrm: 0.99 | dt: 77ms | tok/sec: 1,272,751 | mfu: 35.6% | epoch: 1 | remaining: 89s    
step 01201 (50.8%) | loss: 3.297856 | lrm: 0.98 | dt: 77ms | tok/sec: 1,274,679 | mfu: 35.7% | epoch: 1 | remaining: 89s    
step 01202 (50.8%) | loss: 3.292227 | lrm: 0.98 | dt: 76ms | tok/sec: 1,288,441 | mfu: 36.0% | epoch: 1 | remaining: 88s    
step 01203 (50.8%) | loss: 3.299168 | lrm: 0.98 | dt: 76ms | tok/sec: 1,288,361 | mfu: 36.0% | epoch: 1 | remaining: 88s    
step 01204 (50.9%) | loss: 3.295638 | lrm: 0.98 | dt: 76ms | tok/sec: 1,295,290 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 01205 (50.9%) | loss: 3.298355 | lrm: 0.98 | dt: 76ms | tok/sec: 1,292,533 | mfu: 36.2% | epoch: 1 | remaining: 88s    
step 01206 (51.0%) | loss: 3.300889 | lrm: 0.98 | dt: 75ms | tok/sec: 1,302,179 | mfu: 36.4% | epoch: 1 | remaining: 88s    
step 01207 (51.0%) | loss: 3.302624 | lrm: 0.98 | dt: 77ms | tok/sec: 1,276,898 | mfu: 35.7% | epoch: 1 | remaining: 88s    
step 01208 (51.1%) | loss: 3.300076 | lrm: 0.98 | dt: 76ms | tok/sec: 1,300,073 | mfu: 36.4% | epoch: 1 | remaining: 88s    
step 01209 (51.1%) | loss: 3.305876 | lrm: 0.98 | dt: 77ms | tok/sec: 1,284,796 | mfu: 35.9% | epoch: 1 | remaining: 88s    
step 01210 (51.1%) | loss: 3.307162 | lrm: 0.98 | dt: 76ms | tok/sec: 1,290,555 | mfu: 36.1% | epoch: 1 | remaining: 88s    
step 01211 (51.2%) | loss: 3.301215 | lrm: 0.98 | dt: 94ms | tok/sec: 1,040,418 | mfu: 29.1% | epoch: 1 | remaining: 88s    
step 01212 (51.2%) | loss: 3.298686 | lrm: 0.98 | dt: 73ms | tok/sec: 1,339,569 | mfu: 37.5% | epoch: 1 | remaining: 88s    
step 01213 (51.3%) | loss: 3.301851 | lrm: 0.97 | dt: 75ms | tok/sec: 1,307,995 | mfu: 36.6% | epoch: 1 | remaining: 88s    
step 01214 (51.3%) | loss: 3.294127 | lrm: 0.97 | dt: 76ms | tok/sec: 1,287,552 | mfu: 36.0% | epoch: 1 | remaining: 88s    
step 01215 (51.4%) | loss: 3.298165 | lrm: 0.97 | dt: 81ms | tok/sec: 1,211,745 | mfu: 33.9% | epoch: 1 | remaining: 87s    
step 01216 (51.4%) | loss: 3.299841 | lrm: 0.97 | dt: 75ms | tok/sec: 1,316,032 | mfu: 36.8% | epoch: 1 | remaining: 87s    
step 01217 (51.5%) | loss: 3.301509 | lrm: 0.97 | dt: 76ms | tok/sec: 1,300,114 | mfu: 36.4% | epoch: 1 | remaining: 87s    
step 01218 (51.5%) | loss: 3.300829 | lrm: 0.97 | dt: 75ms | tok/sec: 1,311,231 | mfu: 36.7% | epoch: 1 | remaining: 87s    
step 01219 (51.5%) | loss: 3.302527 | lrm: 0.97 | dt: 76ms | tok/sec: 1,288,719 | mfu: 36.1% | epoch: 1 | remaining: 87s    
step 01220 (51.6%) | loss: 3.303321 | lrm: 0.97 | dt: 76ms | tok/sec: 1,297,381 | mfu: 36.3% | epoch: 1 | remaining: 87s    
step 01221 (51.6%) | loss: 3.293762 | lrm: 0.97 | dt: 76ms | tok/sec: 1,285,922 | mfu: 36.0% | epoch: 1 | remaining: 87s    
step 01222 (51.7%) | loss: 3.291544 | lrm: 0.97 | dt: 76ms | tok/sec: 1,290,643 | mfu: 36.1% | epoch: 1 | remaining: 87s    
step 01223 (51.7%) | loss: 3.296199 | lrm: 0.97 | dt: 78ms | tok/sec: 1,257,619 | mfu: 35.2% | epoch: 1 | remaining: 87s    
step 01224 (51.7%) | loss: 3.289915 | lrm: 0.97 | dt: 77ms | tok/sec: 1,272,724 | mfu: 35.6% | epoch: 1 | remaining: 87s    
step 01225 (51.8%) | loss: 3.293370 | lrm: 0.96 | dt: 76ms | tok/sec: 1,292,120 | mfu: 36.1% | epoch: 1 | remaining: 87s    
step 01226 (51.8%) | loss: 3.290027 | lrm: 0.96 | dt: 76ms | tok/sec: 1,300,068 | mfu: 36.4% | epoch: 1 | remaining: 87s    
step 01227 (51.9%) | loss: 3.295229 | lrm: 0.96 | dt: 78ms | tok/sec: 1,268,175 | mfu: 35.5% | epoch: 1 | remaining: 87s    
step 01228 (51.9%) | loss: 3.295498 | lrm: 0.96 | dt: 76ms | tok/sec: 1,292,419 | mfu: 36.2% | epoch: 1 | remaining: 86s    
step 01229 (52.0%) | loss: 3.296124 | lrm: 0.96 | dt: 75ms | tok/sec: 1,305,217 | mfu: 36.5% | epoch: 1 | remaining: 86s    
step 01230 (52.0%) | loss: 3.302182 | lrm: 0.96 | dt: 75ms | tok/sec: 1,315,192 | mfu: 36.8% | epoch: 1 | remaining: 86s    
step 01231 (52.0%) | loss: 3.298666 | lrm: 0.96 | dt: 75ms | tok/sec: 1,305,820 | mfu: 36.5% | epoch: 1 | remaining: 86s    
step 01232 (52.1%) | loss: 3.302525 | lrm: 0.96 | dt: 74ms | tok/sec: 1,323,517 | mfu: 37.0% | epoch: 1 | remaining: 86s    
step 01233 (52.1%) | loss: 3.300084 | lrm: 0.96 | dt: 75ms | tok/sec: 1,311,181 | mfu: 36.7% | epoch: 1 | remaining: 86s    
step 01234 (52.2%) | loss: 3.301004 | lrm: 0.96 | dt: 84ms | tok/sec: 1,169,162 | mfu: 32.7% | epoch: 1 | remaining: 86s    
step 01235 (52.2%) | loss: 3.308544 | lrm: 0.96 | dt: 77ms | tok/sec: 1,284,844 | mfu: 35.9% | epoch: 1 | remaining: 86s    
step 01236 (52.3%) | loss: 3.303703 | lrm: 0.95 | dt: 77ms | tok/sec: 1,271,213 | mfu: 35.6% | epoch: 1 | remaining: 86s    
step 01237 (52.3%) | loss: 3.297165 | lrm: 0.95 | dt: 75ms | tok/sec: 1,311,127 | mfu: 36.7% | epoch: 1 | remaining: 86s    
step 01238 (52.3%) | loss: 3.291144 | lrm: 0.95 | dt: 76ms | tok/sec: 1,288,115 | mfu: 36.0% | epoch: 1 | remaining: 86s    
step 01239 (52.4%) | loss: 3.287619 | lrm: 0.95 | dt: 77ms | tok/sec: 1,280,562 | mfu: 35.8% | epoch: 1 | remaining: 86s    
step 01240 (52.4%) | loss: 3.283042 | lrm: 0.95 | dt: 80ms | tok/sec: 1,229,614 | mfu: 34.4% | epoch: 1 | remaining: 86s    
step 01241 (52.5%) | loss: 3.281470 | lrm: 0.95 | dt: 74ms | tok/sec: 1,332,603 | mfu: 37.3% | epoch: 1 | remaining: 85s    
step 01242 (52.5%) | loss: 3.281872 | lrm: 0.95 | dt: 77ms | tok/sec: 1,273,998 | mfu: 35.6% | epoch: 1 | remaining: 85s    
step 01243 (52.6%) | loss: 3.278127 | lrm: 0.95 | dt: 76ms | tok/sec: 1,295,709 | mfu: 36.2% | epoch: 1 | remaining: 85s    
step 01244 (52.6%) | loss: 3.283939 | lrm: 0.95 | dt: 76ms | tok/sec: 1,300,306 | mfu: 36.4% | epoch: 1 | remaining: 85s    
step 01245 (52.6%) | loss: 3.280413 | lrm: 0.95 | dt: 75ms | tok/sec: 1,302,973 | mfu: 36.5% | epoch: 1 | remaining: 85s    
step 01246 (52.7%) | loss: 3.274684 | lrm: 0.95 | dt: 77ms | tok/sec: 1,272,445 | mfu: 35.6% | epoch: 1 | remaining: 85s    
step 01247 (52.7%) | loss: 3.276133 | lrm: 0.95 | dt: 78ms | tok/sec: 1,255,991 | mfu: 35.1% | epoch: 1 | remaining: 85s    
step 01248 (52.8%) | loss: 3.280913 | lrm: 0.94 | dt: 77ms | tok/sec: 1,273,211 | mfu: 35.6% | epoch: 1 | remaining: 85s    
step 01249 (52.8%) | loss: 3.280643 | lrm: 0.94 | dt: 76ms | tok/sec: 1,301,953 | mfu: 36.4% | epoch: 1 | remaining: 85s    
step 01250 (52.9%) | loss: 3.294499 | lrm: 0.94 | dt: 78ms | tok/sec: 1,268,362 | mfu: 35.5% | epoch: 1 | remaining: 85s    
step 01251 (52.9%) | loss: 3.293684 | lrm: 0.94 | dt: 77ms | tok/sec: 1,276,518 | mfu: 35.7% | epoch: 1 | remaining: 85s    
step 01252 (52.9%) | loss: 3.282724 | lrm: 0.94 | dt: 76ms | tok/sec: 1,289,199 | mfu: 36.1% | epoch: 1 | remaining: 85s    
step 01253 (53.0%) | loss: 3.278141 | lrm: 0.94 | dt: 88ms | tok/sec: 1,116,258 | mfu: 31.2% | epoch: 1 | remaining: 85s    
step 01254 (53.0%) | loss: 3.279835 | lrm: 0.94 | dt: 74ms | tok/sec: 1,320,225 | mfu: 36.9% | epoch: 1 | remaining: 84s    
step 01255 (53.1%) | loss: 3.283194 | lrm: 0.94 | dt: 75ms | tok/sec: 1,319,042 | mfu: 36.9% | epoch: 1 | remaining: 84s    
step 01256 (53.1%) | loss: 3.283733 | lrm: 0.94 | dt: 75ms | tok/sec: 1,306,110 | mfu: 36.5% | epoch: 1 | remaining: 84s    
step 01257 (53.2%) | loss: 3.277579 | lrm: 0.94 | dt: 75ms | tok/sec: 1,308,589 | mfu: 36.6% | epoch: 1 | remaining: 84s    
